date,user_id,segment,campaign,email_sent,opened,clicked,purchased,revenue,past_purchases,avg_order_value,days_since_last_purchase
2025-01-03,U5113,VIP,Welcome Series,1,1,0,1,136.96,44,107.27,3
2025-03-31,U5114,Inactive,New Arrival,1,0,0,0,0,0,121.98,217
2025-02-08,U5115,Regular,Weekend Special,1,0,0,0,0,4,145.01,53
2025-02-09,U5116,Inactive,New Arrival,1,0,0,0,0,0,139.27,226
2025-01-01,U5117,Frequent Buyer,Weekend Special,1,1,1,1,164.22,30,144.16,12
2025-03-05,U5118,Inactive,Win-Back,1,1,0,0,0,2,188.92,261
2025-03-25,U5119,Regular,New Arrival,1,0,0,0,0,2,33.98,33
2025-03-10,U5120,New User,Loyalty Reward,0,0,0,0,0,1,43.93,0
2025-01-27,U5121,Inactive,Win-Back,1,0,0,0,0,1,88.89,316
2025-03-30,U5122,VIP,New Arrival,1,1,0,0,0,47,170.23,19
2025-03-21,U5123,New User,New Arrival,1,1,0,0,0,1,178.31,1
2025-02-03,U5124,Regular,Flash Deal,1,0,0,0,0,4,76.76,37
2025-03-04,U5125,VIP,Flash Deal,1,1,0,0,0,34,195.28,7
2025-03-29,U5126,Regular,Loyalty Reward,0,0,0,0,0,7,40.57,5
2025-03-27,U5127,Frequent Buyer,Loyalty Reward,1,1,1,0,0,20,183.62,1
2025-02-10,U5128,Inactive,Summer Sale,1,0,0,0,0,0,139.91,233
2025-01-19,U5129,VIP,Summer Sale,1,1,1,1,71.24,18,70.45,9
2025-02-19,U5130,Inactive,Win-Back,0,0,0,0,0,1,19.93,142
2025-02-18,U5131,New User,Welcome Series,0,0,0,0,0,1,129.09,15
2025-03-07,U5132,VIP,Flash Deal,0,0,0,1,210.31,45,183.53,9
2025-02-27,U5133,Regular,Welcome Series,0,0,0,0,0,7,154.5,14
2025-02-14,U5134,VIP,Flash Deal,0,0,0,1,121.03,34,143.21,4
2025-03-08,U5135,New User,Loyalty Reward,1,1,0,0,0,1,169.15,6
2025-01-24,U5136,Inactive,Welcome Series,1,1,0,0,0,1,131.35,334
2025-03-16,U5137,Regular,Summer Sale,0,0,0,0,0,7,177.88,34
2025-03-28,U5138,Regular,Weekend Special,1,0,0,0,0,7,50.72,36
2025-02-09,U5139,Inactive,Loyalty Reward,1,0,0,0,0,0,69.51,94
2025-02-10,U5140,Inactive,Summer Sale,1,0,0,0,0,1,40.52,233
2025-01-28,U5141,New User,Flash Deal,1,0,0,0,0,1,84.08,16
2025-01-14,U5142,VIP,Flash Deal,1,1,0,1,68.54,47,60.54,2
2025-02-25,U5143,New User,Win-Back,1,0,0,0,0,0,112.06,27
2025-02-10,U5144,New User,New Arrival,1,1,1,0,0,1,140.01,17
2025-02-25,U5145,Inactive,New Arrival,1,0,0,0,0,0,101.27,179
2025-03-18,U5146,Frequent Buyer,Win-Back,1,0,0,1,29.13,21,35.15,7
2025-01-13,U5147,Inactive,New Arrival,0,0,0,0,0,1,156.05,338
2025-03-05,U5148,Frequent Buyer,Win-Back,1,1,1,1,205.24,9,185.38,3
2025-01-26,U5149,VIP,Loyalty Reward,1,0,0,1,97.56,21,102.92,11
2025-02-14,U5150,Frequent Buyer,Win-Back,1,0,0,0,0,26,178.31,14
2025-02-24,U5151,Inactive,Summer Sale,1,1,0,0,0,1,147.66,127
2025-03-15,U5152,Regular,Win-Back,1,0,0,0,0,8,125.04,30
2025-01-05,U5153,Inactive,Flash Deal,1,0,0,0,0,1,35.23,306
2025-01-08,U5154,VIP,Weekend Special,1,1,1,1,26.46,22,31.1,10
2025-01-28,U5155,Inactive,New Arrival,1,0,0,0,0,1,185.84,292
2025-01-17,U5156,Inactive,Loyalty Reward,1,0,0,1,168.28,0,162.38,275
2025-01-02,U5157,VIP,New Arrival,0,0,0,1,220.06,22,198.37,10
2025-03-04,U5158,VIP,Win-Back,1,0,0,1,113.57,31,141.86,9
2025-03-21,U5159,Inactive,Win-Back,1,1,1,1,28.37,1,24.26,300
2025-01-11,U5160,New User,Flash Deal,1,0,0,0,0,0,134.64,9
2025-02-05,U5161,Regular,Win-Back,1,0,0,0,0,3,199.92,40
2025-03-03,U5162,VIP,Summer Sale,0,0,0,1,34.28,50,37.36,4
2025-02-22,U5163,Frequent Buyer,New Arrival,1,0,0,1,237.13,19,196.27,6
2025-03-29,U5164,New User,Win-Back,1,1,1,0,0,0,45.91,30
2025-03-30,U5165,Frequent Buyer,Loyalty Reward,1,1,1,1,148.75,27,126.42,9
2025-02-06,U5166,Regular,Welcome Series,1,0,0,0,0,7,198.31,41
2025-03-16,U5167,Inactive,Flash Deal,1,0,0,0,0,1,168.76,104
2025-03-13,U5168,New User,Welcome Series,1,0,0,0,0,0,30.19,24
2025-03-19,U5169,Inactive,Flash Deal,1,1,0,0,0,2,149.94,328
2025-03-16,U5170,Inactive,Summer Sale,1,1,0,0,0,2,126.14,126
2025-01-21,U5171,New User,Welcome Series,1,0,0,0,0,0,79.95,13
2025-01-21,U5172,New User,Loyalty Reward,1,1,0,0,0,0,25.1,30
2025-03-30,U5173,Frequent Buyer,New Arrival,1,1,1,1,115.21,17,94.94,14
2025-01-23,U5174,Frequent Buyer,Welcome Series,1,0,0,0,0,26,46.08,12
2025-03-12,U5175,Inactive,New Arrival,1,0,0,0,0,1,159.28,88
2025-01-20,U5176,Inactive,Weekend Special,1,0,0,0,0,0,77.93,217
2025-01-04,U5177,New User,Welcome Series,0,0,0,0,0,1,94.7,18
2025-01-09,U5178,Regular,New Arrival,1,0,0,0,0,8,126.25,21
2025-01-07,U5179,New User,Flash Deal,0,0,0,0,0,0,148.94,12
2025-01-03,U5180,Frequent Buyer,Weekend Special,1,0,0,0,0,14,33.04,1
2025-02-01,U5181,VIP,Weekend Special,1,0,0,0,0,22,169.89,3
2025-01-23,U5182,VIP,Loyalty Reward,0,0,0,1,37.62,29,29.74,18
2025-01-02,U5183,New User,Summer Sale,1,0,0,0,0,0,172.88,16
2025-01-20,U5184,Inactive,Weekend Special,1,0,0,0,0,2,177.1,296
2025-03-31,U5185,VIP,Welcome Series,1,1,0,1,242.43,34,190.48,9
2025-03-09,U5186,Regular,Summer Sale,1,0,0,0,0,4,84.01,46
2025-02-06,U5187,New User,Weekend Special,0,0,0,0,0,1,65.59,10
2025-03-07,U5188,Inactive,Welcome Series,1,0,0,0,0,2,167.51,313
2025-02-24,U5189,Inactive,Weekend Special,1,0,0,0,0,1,38.94,117
2025-03-20,U5190,VIP,Win-Back,1,1,0,0,0,27,31.65,3
2025-01-09,U5191,Frequent Buyer,Win-Back,0,0,0,0,0,12,68.39,3
2025-02-22,U5192,VIP,Flash Deal,1,0,0,0,0,32,159.63,11
2025-02-15,U5193,New User,Weekend Special,0,0,0,0,0,0,167.63,15
2025-01-29,U5194,VIP,Flash Deal,1,1,0,1,152.04,36,138.37,4
2025-03-12,U5195,Frequent Buyer,Loyalty Reward,0,0,0,1,82.42,16,91.83,6
2025-01-19,U5196,Inactive,Loyalty Reward,1,0,0,0,0,0,57.55,121
2025-01-27,U5197,Inactive,Welcome Series,1,0,0,0,0,1,81.48,143
2025-01-20,U5198,VIP,Loyalty Reward,1,1,1,1,204.1,32,187.09,17
2025-01-03,U5199,New User,New Arrival,1,0,0,1,85.96,0,105.53,3
2025-02-22,U5200,Frequent Buyer,New Arrival,1,0,0,1,216.65,29,178.94,4
2025-02-16,U5201,New User,Loyalty Reward,1,0,0,0,0,0,140.28,1
2025-03-17,U5202,Frequent Buyer,Weekend Special,1,1,1,1,53.16,29,59.64,13
2025-01-19,U5203,VIP,Flash Deal,1,0,0,0,0,29,93.14,6
2025-02-01,U5204,New User,Loyalty Reward,1,1,0,0,0,1,199.95,3
2025-04-01,U5205,Regular,Win-Back,1,1,1,0,0,2,181.57,10
2025-02-05,U5206,Regular,Welcome Series,0,0,0,0,0,6,89.74,38
2025-01-13,U5207,Regular,Welcome Series,0,0,0,0,0,4,53.44,5
2025-03-17,U5208,Inactive,Flash Deal,1,0,0,0,0,2,82.7,83
2025-01-13,U5209,New User,Win-Back,1,1,0,0,0,0,24.54,21
2025-04-01,U5210,Regular,Weekend Special,0,0,0,0,0,2,156.93,45
2025-02-28,U5211,Frequent Buyer,New Arrival,1,0,0,1,124.54,16,152.29,3
2025-02-17,U5212,VIP,Loyalty Reward,1,1,1,0,0,20,134.59,12
2025-02-19,U5213,Frequent Buyer,Loyalty Reward,1,0,0,1,186.75,10,199.5,6
2025-01-06,U5214,Frequent Buyer,Welcome Series,1,0,0,0,0,27,81.7,2
2025-01-22,U5215,Frequent Buyer,Flash Deal,1,1,1,1,17.1,28,19.69,1
2025-03-28,U5216,Regular,Weekend Special,1,0,0,0,0,6,47.2,38
2025-03-31,U5217,Inactive,Flash Deal,1,0,0,0,0,1,68.43,288
2025-01-21,U5218,New User,Flash Deal,1,1,0,0,0,0,101.28,18
2025-01-31,U5219,Frequent Buyer,Summer Sale,1,1,1,1,29.79,28,37.19,5
2025-02-16,U5220,VIP,New Arrival,1,0,0,0,0,17,93.84,10
2025-01-03,U5221,New User,Welcome Series,1,0,0,1,77.48,1,76.41,15
2025-01-31,U5222,VIP,Win-Back,1,1,0,0,0,32,79.23,20
2025-01-13,U5223,Inactive,Summer Sale,1,0,0,0,0,0,80.51,180
2025-01-03,U5224,Frequent Buyer,Flash Deal,1,1,1,1,62.83,23,63.44,1
2025-02-19,U5225,Regular,Summer Sale,1,1,0,0,0,2,20.33,24
2025-02-17,U5226,VIP,Win-Back,1,0,0,0,0,41,175.38,14
2025-01-10,U5227,Regular,Loyalty Reward,1,0,0,0,0,4,50.53,56
2025-03-05,U5228,New User,Summer Sale,0,0,0,0,0,0,115.4,15
2025-02-25,U5229,VIP,Weekend Special,0,0,0,1,123.39,40,117.12,14
2025-03-04,U5230,Regular,New Arrival,1,1,1,0,0,2,125.52,19
2025-03-03,U5231,New User,Loyalty Reward,1,0,0,0,0,1,199.22,7
2025-01-30,U5232,Frequent Buyer,Weekend Special,1,0,0,1,45.08,19,47.92,9
2025-02-18,U5233,Inactive,New Arrival,1,0,0,0,0,0,48.76,65
2025-01-13,U5234,Inactive,Summer Sale,1,0,0,0,0,1,108.89,246
2025-03-03,U5235,Inactive,Win-Back,0,0,0,0,0,1,86.45,216
2025-01-26,U5236,New User,Welcome Series,1,0,0,0,0,1,107.74,1
2025-01-12,U5237,Inactive,Welcome Series,1,0,0,0,0,2,189.63,136
2025-02-02,U5238,New User,Win-Back,1,1,0,0,0,0,198.42,13
2025-01-04,U5239,New User,Win-Back,0,0,0,0,0,0,61.39,0
2025-01-17,U5240,Inactive,Summer Sale,1,0,0,0,0,2,195.64,211
2025-01-08,U5241,Frequent Buyer,New Arrival,1,0,0,0,0,24,199.23,13
2025-03-23,U5242,Inactive,New Arrival,1,0,0,0,0,1,95.78,210
2025-01-28,U5243,VIP,Win-Back,1,1,1,0,0,20,71.7,19
2025-02-07,U5244,Inactive,Win-Back,1,0,0,0,0,0,170.61,244
2025-02-13,U5245,Regular,Loyalty Reward,0,0,0,0,0,4,164.1,29
2025-03-11,U5246,Regular,Welcome Series,1,0,0,0,0,2,38.52,51
2025-03-26,U5247,Inactive,Summer Sale,1,0,0,0,0,2,196.12,250
2025-01-08,U5248,Regular,Loyalty Reward,1,0,0,0,0,7,81.9,18
2025-02-26,U5249,Regular,Flash Deal,1,1,0,0,0,4,49.78,11
2025-02-13,U5250,Frequent Buyer,Summer Sale,0,0,0,0,0,29,155.54,11
2025-02-15,U5251,Frequent Buyer,Win-Back,0,0,0,1,36.05,20,31.72,12
2025-02-08,U5252,New User,Win-Back,1,0,0,0,0,1,43.52,24
2025-02-06,U5253,Regular,Summer Sale,0,0,0,0,0,8,76.17,11
2025-01-21,U5254,New User,New Arrival,1,1,0,0,0,0,20.16,10
2025-03-15,U5255,VIP,Win-Back,1,0,0,1,148.53,17,174.2,19
2025-02-24,U5256,Inactive,New Arrival,1,0,0,0,0,2,111.07,193
2025-02-24,U5257,Frequent Buyer,Welcome Series,1,0,0,1,232.66,10,181.39,13
2025-03-27,U5258,Frequent Buyer,New Arrival,1,1,1,1,140.08,25,128.21,2
2025-02-04,U5259,Frequent Buyer,Win-Back,1,1,1,0,0,26,29.89,13
2025-01-04,U5260,New User,Welcome Series,1,1,1,0,0,1,84.28,21
2025-03-01,U5261,Regular,Loyalty Reward,1,1,1,0,0,3,51.33,54
2025-03-22,U5262,VIP,New Arrival,1,0,0,1,98.7,21,93.15,6
2025-03-31,U5263,Inactive,Summer Sale,0,0,0,0,0,2,181.91,86
2025-01-22,U5264,Inactive,Win-Back,0,0,0,0,0,0,159.42,242
2025-02-17,U5265,New User,Win-Back,0,0,0,0,0,1,38.94,25
2025-02-17,U5266,VIP,Weekend Special,1,0,0,0,0,28,193.2,16
2025-03-04,U5267,New User,Welcome Series,0,0,0,0,0,0,119.28,16
2025-01-05,U5268,Frequent Buyer,Loyalty Reward,1,1,0,1,83.36,28,94.37,4
2025-02-08,U5269,VIP,Welcome Series,1,0,0,0,0,46,15.5,3
2025-01-05,U5270,Frequent Buyer,Win-Back,1,1,1,0,0,10,165.08,15
2025-02-05,U5271,Frequent Buyer,Summer Sale,1,1,0,1,66.41,9,54.82,9
2025-03-29,U5272,VIP,Win-Back,1,0,0,0,0,34,78.87,5
2025-02-03,U5273,Inactive,New Arrival,0,0,0,0,0,2,66.83,213
2025-02-05,U5274,Regular,Welcome Series,0,0,0,0,0,3,194.54,15
2025-01-11,U5275,New User,Win-Back,0,0,0,0,0,1,165.77,17
2025-01-13,U5276,Frequent Buyer,Weekend Special,1,0,0,1,138.47,11,138.66,3
2025-01-03,U5277,New User,Win-Back,1,1,0,0,0,0,90.61,5
2025-02-25,U5278,Frequent Buyer,Summer Sale,1,0,0,0,0,10,67.03,10
2025-03-04,U5279,Frequent Buyer,Weekend Special,1,0,0,1,179.66,21,145.98,13
2025-03-02,U5280,VIP,Welcome Series,1,1,0,0,0,34,64.44,10
2025-01-30,U5281,Inactive,Win-Back,1,0,0,0,0,2,62.04,202
2025-01-15,U5282,Frequent Buyer,Flash Deal,0,0,0,0,0,27,25.6,4
2025-02-10,U5283,Regular,Flash Deal,1,0,0,0,0,3,91.98,24
2025-02-04,U5284,New User,Welcome Series,1,1,1,0,0,1,66.83,16
2025-02-19,U5285,Frequent Buyer,Flash Deal,1,1,1,0,0,22,126.65,9
2025-03-05,U5286,Frequent Buyer,Win-Back,0,0,0,1,93.0,17,73.36,6
2025-02-08,U5287,Frequent Buyer,Flash Deal,1,0,0,1,34.49,18,34.09,13
2025-01-13,U5288,Frequent Buyer,Welcome Series,0,0,0,1,139.86,13,148.47,11
2025-01-10,U5289,VIP,Win-Back,1,0,0,1,63.69,18,76.86,7
2025-03-10,U5290,VIP,Welcome Series,0,0,0,1,74.57,41,80.38,2
2025-02-25,U5291,New User,Summer Sale,1,0,0,1,30.11,0,25.9,29
2025-01-19,U5292,VIP,Flash Deal,1,0,0,0,0,17,138.07,1
2025-02-13,U5293,New User,Win-Back,0,0,0,0,0,1,120.55,5
2025-03-27,U5294,Regular,Flash Deal,1,1,0,0,0,8,30.96,35
2025-03-11,U5295,Regular,Summer Sale,1,1,1,0,0,2,101.9,57
2025-01-27,U5296,Frequent Buyer,Summer Sale,1,1,0,1,29.85,24,36.37,8
2025-01-10,U5297,Regular,Summer Sale,1,0,0,0,0,4,186.48,10
2025-01-23,U5298,Regular,New Arrival,0,0,0,1,77.85,3,85.22,13
2025-03-12,U5299,Frequent Buyer,Summer Sale,1,1,0,1,174.73,21,170.32,12
2025-03-30,U5300,Regular,Flash Deal,1,1,0,0,0,5,69.8,17
2025-02-13,U5301,New User,Loyalty Reward,1,0,0,0,0,1,139.62,14
2025-02-13,U5302,Regular,Loyalty Reward,1,1,0,1,60.5,6,51.76,26
2025-02-21,U5303,New User,Win-Back,0,0,0,0,0,1,191.81,21
2025-02-12,U5304,New User,Loyalty Reward,0,0,0,0,0,0,153.49,22
2025-01-21,U5305,New User,Flash Deal,1,0,0,0,0,0,68.16,27
2025-01-23,U5306,VIP,Welcome Series,1,1,1,1,162.25,22,157.16,1
2025-02-04,U5307,New User,Weekend Special,1,0,0,0,0,1,59.35,15
2025-03-27,U5308,Regular,Weekend Special,1,0,0,0,0,4,110.65,53
2025-03-18,U5309,VIP,Loyalty Reward,1,1,1,0,0,24,176.35,8
2025-03-25,U5310,VIP,New Arrival,1,0,0,0,0,38,92.63,7
2025-03-19,U5311,Inactive,Weekend Special,1,0,0,0,0,0,125.53,324
2025-02-21,U5312,Frequent Buyer,Summer Sale,1,1,0,1,138.1,24,126.79,2
2025-01-12,U5313,New User,Flash Deal,1,0,0,0,0,1,162.51,14
2025-01-22,U5314,New User,New Arrival,1,0,0,0,0,1,173.34,4
2025-01-14,U5315,VIP,Summer Sale,1,1,0,0,0,20,195.63,12
2025-03-02,U5316,Frequent Buyer,Weekend Special,1,1,0,0,0,23,153.84,7
2025-01-01,U5317,Regular,New Arrival,1,0,0,0,0,8,82.11,55
2025-03-23,U5318,Frequent Buyer,Weekend Special,0,0,0,1,184.07,16,197.5,6
2025-02-15,U5319,Regular,Summer Sale,1,1,1,1,122.11,2,119.78,19
2025-01-05,U5320,New User,Flash Deal,1,1,0,0,0,0,67.44,17
2025-02-01,U5321,Inactive,Win-Back,1,0,0,0,0,0,126.07,348
2025-02-15,U5322,Regular,Summer Sale,1,0,0,0,0,2,42.03,5
2025-02-04,U5323,Inactive,New Arrival,0,0,0,0,0,1,87.7,238
2025-03-27,U5324,Inactive,Weekend Special,0,0,0,0,0,1,58.8,261
2025-03-10,U5325,Regular,Flash Deal,1,0,0,0,0,7,140.95,37
2025-02-23,U5326,VIP,Win-Back,1,1,1,1,106.53,47,133.16,6
2025-03-27,U5327,Frequent Buyer,Loyalty Reward,1,0,0,0,0,25,170.48,8
2025-03-23,U5328,Frequent Buyer,New Arrival,1,1,1,0,0,9,24.2,5
2025-01-07,U5329,Inactive,Win-Back,1,1,0,0,0,1,48.74,75
2025-01-19,U5330,New User,Welcome Series,1,0,0,0,0,0,28.79,13
2025-02-19,U5331,Regular,Win-Back,0,0,0,0,0,4,20.39,35
2025-01-13,U5332,New User,Summer Sale,1,1,1,0,0,0,186.97,22
2025-02-11,U5333,Frequent Buyer,Flash Deal,1,1,0,0,0,12,149.15,10
2025-01-11,U5334,Frequent Buyer,Flash Deal,1,1,0,0,0,20,43.92,12
2025-03-02,U5335,Regular,New Arrival,1,1,1,0,0,7,176.52,28
2025-03-07,U5336,VIP,Weekend Special,0,0,0,0,0,35,90.46,11
2025-01-24,U5337,Frequent Buyer,Welcome Series,1,0,0,1,152.12,28,129.61,11
2025-03-18,U5338,Frequent Buyer,Welcome Series,1,0,0,1,163.16,15,135.65,6
2025-01-02,U5339,Regular,Loyalty Reward,0,0,0,0,0,5,136.29,26
2025-03-30,U5340,New User,Loyalty Reward,1,0,0,0,0,0,20.84,2
2025-02-02,U5341,VIP,New Arrival,1,1,0,0,0,33,99.92,9
2025-01-01,U5342,Regular,Summer Sale,1,0,0,0,0,5,195.05,49
2025-01-01,U5343,Regular,Flash Deal,1,1,0,0,0,4,28.11,27
2025-02-11,U5344,VIP,Loyalty Reward,1,0,0,1,78.5,21,72.04,6
2025-03-01,U5345,Regular,Flash Deal,1,1,0,0,0,8,80.68,40
2025-02-28,U5346,New User,New Arrival,1,0,0,0,0,0,60.71,3
2025-03-27,U5347,VIP,Welcome Series,1,1,1,0,0,35,36.15,19
2025-02-26,U5348,Inactive,Summer Sale,1,0,0,0,0,1,114.24,318
2025-02-17,U5349,New User,Welcome Series,1,1,0,0,0,1,114.05,20
2025-01-23,U5350,VIP,Weekend Special,1,1,1,0,0,38,179.3,16
2025-03-28,U5351,Inactive,Loyalty Reward,0,0,0,0,0,0,99.31,283
2025-03-29,U5352,VIP,Win-Back,1,1,1,1,126.09,25,111.86,6
2025-02-05,U5353,Inactive,New Arrival,1,0,0,0,0,2,197.04,177
2025-02-23,U5354,VIP,Welcome Series,1,1,1,0,0,49,159.1,1
2025-03-04,U5355,Frequent Buyer,Weekend Special,1,1,1,1,162.96,15,149.08,13
2025-03-30,U5356,Frequent Buyer,Welcome Series,1,0,0,0,0,13,153.48,13
2025-02-26,U5357,Inactive,Loyalty Reward,1,0,0,0,0,2,138.33,86
2025-02-20,U5358,New User,Win-Back,0,0,0,0,0,1,188.99,14
2025-03-13,U5359,Regular,Loyalty Reward,1,1,1,1,184.53,6,195.15,52
2025-03-03,U5360,Inactive,Win-Back,1,1,0,0,0,1,192.44,223
2025-02-03,U5361,VIP,Loyalty Reward,1,1,1,1,39.45,45,40.96,9
2025-03-24,U5362,New User,Flash Deal,1,0,0,0,0,1,57.2,26
2025-01-22,U5363,Frequent Buyer,New Arrival,0,0,0,0,0,29,16.41,2
2025-02-18,U5364,New User,Welcome Series,1,1,0,0,0,1,170.28,1
2025-03-13,U5365,VIP,Summer Sale,0,0,0,1,130.99,39,158.11,18
2025-01-17,U5366,Regular,Loyalty Reward,1,1,1,0,0,4,47.71,23
2025-01-05,U5367,New User,Summer Sale,0,0,0,0,0,0,161.23,6
2025-02-17,U5368,Regular,Summer Sale,1,1,0,0,0,6,101.59,28
2025-03-17,U5369,Frequent Buyer,Flash Deal,1,1,0,1,82.79,9,86.27,12
2025-01-10,U5370,Regular,Loyalty Reward,1,1,0,0,0,8,192.33,50
2025-02-24,U5371,Regular,Summer Sale,1,1,0,0,0,4,173.5,18
2025-03-07,U5372,New User,New Arrival,1,1,0,0,0,0,106.14,30
2025-03-06,U5373,Frequent Buyer,Flash Deal,1,1,0,0,0,13,29.17,1
2025-01-21,U5374,Regular,Weekend Special,1,1,0,0,0,6,110.51,43
2025-03-24,U5375,Regular,Weekend Special,1,0,0,0,0,7,132.63,12
2025-03-06,U5376,Inactive,Win-Back,0,0,0,1,148.38,1,147.8,328
2025-02-04,U5377,Inactive,Loyalty Reward,0,0,0,0,0,1,63.33,236
2025-03-23,U5378,New User,Flash Deal,1,1,0,1,115.7,0,121.71,25
2025-02-04,U5379,Inactive,Win-Back,1,1,0,0,0,0,77.14,320
2025-02-03,U5380,Frequent Buyer,Flash Deal,1,1,1,1,82.78,19,99.12,4
2025-03-08,U5381,Inactive,Win-Back,1,0,0,0,0,1,163.96,216
2025-03-23,U5382,New User,Flash Deal,1,1,0,0,0,1,23.0,3
2025-02-06,U5383,New User,Loyalty Reward,1,1,1,0,0,1,47.12,28
2025-02-10,U5384,VIP,Welcome Series,0,0,0,1,157.31,40,148.18,10
2025-01-29,U5385,Regular,New Arrival,1,0,0,0,0,7,132.53,37
2025-01-07,U5386,New User,Loyalty Reward,0,0,0,0,0,1,164.76,8
2025-01-18,U5387,Frequent Buyer,Weekend Special,0,0,0,0,0,30,51.02,5
2025-02-20,U5388,Inactive,Weekend Special,1,0,0,0,0,2,32.87,191
2025-03-02,U5389,New User,Win-Back,1,0,0,0,0,0,85.51,28
2025-03-07,U5390,Frequent Buyer,Win-Back,0,0,0,1,35.18,10,39.87,2
2025-03-06,U5391,Regular,Summer Sale,1,0,0,0,0,2,32.0,33
2025-03-01,U5392,New User,Weekend Special,1,0,0,0,0,1,124.14,16
2025-02-10,U5393,Regular,New Arrival,1,0,0,0,0,5,150.75,56
2025-03-18,U5394,Regular,Welcome Series,0,0,0,0,0,4,72.58,55
2025-02-04,U5395,New User,Welcome Series,1,0,0,0,0,0,50.18,14
2025-03-11,U5396,Regular,Weekend Special,1,0,0,0,0,3,98.64,6
2025-02-27,U5397,Regular,Loyalty Reward,0,0,0,0,0,4,83.06,7
2025-03-17,U5398,Frequent Buyer,Loyalty Reward,0,0,0,0,0,25,170.93,2
2025-03-15,U5399,VIP,New Arrival,0,0,0,1,30.3,15,27.78,13
2025-03-14,U5400,Regular,Loyalty Reward,1,0,0,0,0,6,133.08,60
2025-01-25,U5401,VIP,Summer Sale,1,1,1,1,231.72,47,197.78,3
2025-01-23,U5402,New User,Win-Back,1,1,0,0,0,1,63.24,12
2025-02-17,U5403,New User,Weekend Special,1,0,0,0,0,1,151.27,27
2025-01-13,U5404,Frequent Buyer,New Arrival,0,0,0,0,0,9,199.02,4
2025-03-19,U5405,Regular,New Arrival,1,1,0,0,0,3,26.13,20
2025-01-23,U5406,New User,Weekend Special,1,0,0,1,48.84,1,56.23,21
2025-01-31,U5407,Frequent Buyer,Flash Deal,1,0,0,0,0,21,184.19,8
2025-03-13,U5408,Regular,Flash Deal,1,0,0,0,0,6,114.42,44
2025-02-08,U5409,Frequent Buyer,Flash Deal,1,1,0,0,0,29,47.42,1
2025-03-16,U5410,Regular,Welcome Series,1,1,1,0,0,7,109.68,47
2025-03-15,U5411,Inactive,New Arrival,1,0,0,0,0,0,109.21,117
2025-03-11,U5412,Regular,Loyalty Reward,1,1,0,0,0,3,148.43,56
2025-01-12,U5413,New User,Summer Sale,0,0,0,1,25.61,1,21.7,4
2025-02-07,U5414,VIP,Weekend Special,1,0,0,0,0,20,15.01,6
2025-03-04,U5415,Frequent Buyer,Loyalty Reward,1,1,1,1,171.73,29,142.22,14
2025-02-08,U5416,New User,Summer Sale,1,0,0,0,0,0,165.56,22
2025-03-22,U5417,VIP,Loyalty Reward,1,1,1,1,135.74,31,137.94,1
2025-02-22,U5418,VIP,Win-Back,1,0,0,0,0,38,197.44,11
2025-01-03,U5419,New User,Summer Sale,1,1,0,0,0,1,166.25,30
2025-03-12,U5420,Regular,Loyalty Reward,0,0,0,0,0,7,164.08,47
2025-02-06,U5421,VIP,Loyalty Reward,1,1,1,1,160.14,26,189.26,5
2025-03-08,U5422,Inactive,Welcome Series,1,1,0,0,0,0,74.06,126
2025-03-26,U5423,Frequent Buyer,Summer Sale,1,0,0,1,58.66,29,49.38,2
2025-01-29,U5424,New User,Welcome Series,1,1,1,1,98.45,1,89.04,16
2025-03-30,U5425,Regular,Loyalty Reward,1,1,0,0,0,6,135.58,12
2025-01-11,U5426,Frequent Buyer,Weekend Special,1,0,0,1,72.45,17,78.03,7
2025-02-05,U5427,Regular,Loyalty Reward,1,1,1,0,0,2,175.37,49
2025-01-19,U5428,Regular,Flash Deal,1,0,0,0,0,2,186.88,23
2025-03-20,U5429,VIP,Summer Sale,1,0,0,0,0,43,190.81,8
2025-03-06,U5430,Frequent Buyer,Flash Deal,1,0,0,1,176.2,18,135.67,5
2025-01-14,U5431,Frequent Buyer,Flash Deal,1,0,0,1,46.42,12,37.24,10
2025-03-16,U5432,Frequent Buyer,Flash Deal,1,0,0,1,171.02,16,175.55,15
2025-02-03,U5433,Frequent Buyer,Welcome Series,1,0,0,0,0,30,169.85,12
2025-02-28,U5434,Inactive,Welcome Series,0,0,0,0,0,0,51.11,256
2025-02-20,U5435,New User,Welcome Series,1,1,0,0,0,1,142.18,24
2025-03-20,U5436,Inactive,Loyalty Reward,1,0,0,0,0,0,93.15,352
2025-01-24,U5437,VIP,Welcome Series,0,0,0,0,0,33,52.16,3
2025-02-23,U5438,Regular,New Arrival,1,0,0,0,0,6,131.71,36
2025-02-12,U5439,New User,Summer Sale,1,0,0,0,0,1,157.91,1
2025-01-14,U5440,New User,New Arrival,0,0,0,0,0,1,185.31,19
2025-01-04,U5441,Frequent Buyer,Welcome Series,0,0,0,1,15.95,26,16.15,6
2025-02-22,U5442,Regular,Win-Back,1,1,0,0,0,4,89.88,36
2025-01-21,U5443,Inactive,Win-Back,0,0,0,0,0,0,183.89,310
2025-03-22,U5444,Regular,New Arrival,0,0,0,1,175.65,4,189.37,49
2025-02-27,U5445,Regular,Weekend Special,1,1,0,0,0,5,166.27,60
2025-03-24,U5446,New User,Loyalty Reward,1,0,0,0,0,1,93.2,9
2025-02-23,U5447,VIP,Welcome Series,0,0,0,0,0,16,105.85,4
