user_id,session_id,feature_used,time_spent_seconds,actions_count,returned_within_7d,purchased,revenue,user_type,sessions_last_30d,days_since_last_visit
10772,S439753,product_view,582,25,1,1,0,New,20,36
12611,S565163,recommendations,543,6,1,0,0,Power,13,4
10522,S486547,reviews,154,16,0,0,0,Inactive,1,55
14754,S127281,cart,165,22,1,1,0,Regular,9,34
10330,S694798,reviews,551,12,1,0,0,Power,17,3
16920,S416390,reviews,153,18,0,0,0,Regular,15,8
10428,S900040,recommendations,571,21,1,1,89.67,Regular,13,81
16096,S939290,search,443,17,1,0,0,New,0,9
11923,S968534,reviews,231,9,1,0,0,Regular,20,58
13415,S391710,recommendations,484,2,1,0,0,Inactive,1,20
11580,S215676,product_view,348,13,0,0,0,New,11,60
10374,S453993,live_chat,176,1,1,0,0,Inactive,0,88
15127,S473950,share,250,12,0,0,0,Inactive,1,20
17690,S391860,search,600,15,0,0,0,Regular,11,10
15146,S461962,search,226,5,0,0,0,Inactive,1,32
18246,S753953,offers,463,12,1,1,0,Power,27,0
16592,S552125,share,254,7,0,0,0,Inactive,1,50
14120,S835581,search,141,22,0,0,0,Inactive,3,25
17815,S887189,notifications,458,22,1,0,0,Regular,21,1
10088,S479742,cart,395,19,1,1,0,Power,24,5
16475,S260273,reviews,534,3,1,1,438.43,VIP,26,2
10064,S518098,reviews,428,24,0,1,0,Regular,10,58
14884,S158027,search,574,12,0,0,0,New,10,82
15084,S653267,recommendations,129,10,0,1,0,New,30,74
13344,S856072,filters,492,21,1,0,0,Inactive,3,44
16480,S314448,product_view,452,17,1,1,0,Regular,28,83
16383,S963968,search,542,6,0,0,0,Regular,29,74
18543,S307445,notifications,406,23,1,1,0,Regular,0,12
14384,S728874,offers,17,9,1,0,0,Regular,5,10
14329,S259847,search,522,8,1,1,555.02,VIP,4,5
19008,S162127,recommendations,382,7,0,1,0,New,29,74
13104,S528616,compare,462,10,0,0,0,New,6,89
13140,S220207,product_view,355,6,0,0,0,Inactive,3,88
12791,S325726,product_view,253,12,0,0,0,New,0,21
11401,S874750,search,498,23,1,0,0,New,4,24
10971,S478867,reviews,255,23,1,1,0,Power,24,7
14084,S542069,cart,458,8,1,1,0,Regular,28,53
18025,S916106,offers,415,3,1,0,0,Regular,24,1
10715,S771366,filters,523,11,0,0,0,New,8,32
17395,S988308,cart,34,2,0,0,0,Regular,14,31
14651,S424843,reviews,219,14,1,0,0,Power,25,4
18472,S652768,recommendations,243,14,1,1,0,Regular,23,77
11693,S109072,product_view,345,11,1,0,0,VIP,29,2
14614,S791549,product_view,430,4,1,1,186.83,Power,19,4
18939,S473246,filters,541,22,1,1,0,Power,5,2
11536,S349913,recommendations,221,24,0,1,40.65,Inactive,2,80
10308,S433955,reviews,280,5,1,1,0,Regular,3,26
10042,S976566,recommendations,592,19,1,1,63.81,Regular,30,86
11028,S579113,cart,473,12,1,0,0,Regular,29,56
11852,S563830,notifications,338,17,1,0,0,Regular,13,30
15973,S275746,cart,162,15,1,0,0,Regular,9,12
17586,S854972,recommendations,141,7,1,0,0,Inactive,2,51
12380,S592077,wishlist,456,20,1,1,0,Regular,27,87
18372,S225501,search,556,2,0,0,0,Inactive,1,63
17972,S765542,cart,437,14,1,1,32.86,Inactive,0,82
18049,S642600,cart,540,22,0,0,0,New,14,6
17025,S433688,search,119,10,0,0,0,Inactive,0,69
18266,S535953,share,224,17,1,1,0,VIP,10,4
19611,S877825,notifications,549,19,0,1,0,New,8,59
17086,S700985,reviews,359,2,1,1,148.87,VIP,5,3
15413,S740671,filters,177,14,1,0,0,New,27,61
16644,S712662,share,235,17,0,1,145.79,Regular,18,80
10721,S470985,offers,409,5,0,1,17.47,New,12,33
14661,S661185,filters,479,8,1,0,0,VIP,8,0
17756,S550759,notifications,290,8,1,1,0,VIP,25,6
15856,S163302,reviews,394,3,1,0,0,Regular,21,39
19381,S818421,cart,106,2,1,1,60.68,Power,7,3
14039,S700551,offers,598,1,0,0,0,Inactive,1,41
18880,S885311,reviews,289,22,1,0,0,Power,16,5
11845,S396775,product_view,379,4,1,0,0,Regular,6,8
16168,S421377,search,408,22,1,0,0,Inactive,3,77
16675,S753477,search,284,6,1,0,0,Power,10,7
13745,S967324,product_view,199,24,1,1,0,Power,12,2
11530,S733355,offers,172,11,1,1,0,Power,18,4
12843,S842954,offers,351,3,1,1,0,Regular,4,10
19792,S608741,recommendations,40,20,1,0,0,Power,5,6
19479,S217179,offers,119,11,0,1,0,New,17,78
19649,S773473,compare,38,17,1,1,0,VIP,5,2
10826,S945350,reviews,254,8,1,1,160.58,VIP,18,4
16523,S836466,cart,160,9,1,0,0,Inactive,2,67
16332,S306145,search,306,5,0,0,0,Inactive,1,80
16813,S656909,offers,385,4,0,0,0,Regular,12,16
10070,S182467,product_view,408,10,0,0,0,Inactive,0,31
17542,S234366,filters,378,24,1,1,0,Power,7,2
16429,S579916,filters,29,18,1,1,0,Power,2,6
18576,S281336,reviews,70,5,0,1,0,Inactive,2,72
18840,S485436,reviews,552,24,1,1,0,Regular,17,9
13831,S273978,cart,196,7,0,0,0,Inactive,0,88
11797,S116245,product_view,46,22,1,1,116.61,Power,27,1
10047,S380150,compare,5,10,1,0,0,Regular,29,64
17910,S359729,reviews,312,15,1,0,0,Power,22,5
13913,S796547,search,554,6,0,1,101.12,Regular,0,89
18335,S130636,reviews,423,1,0,0,0,Regular,3,29
15865,S466530,offers,472,6,1,0,0,Power,20,2
15361,S473531,share,144,8,0,0,0,New,9,8
17036,S909375,live_chat,272,5,0,1,49.41,Inactive,1,36
16649,S368455,search,321,21,0,1,0,Regular,14,8
16799,S676451,product_view,195,13,0,0,0,New,27,21
17347,S918753,search,314,13,0,0,0,Inactive,3,72
19469,S252409,cart,366,21,1,0,0,Regular,23,38
19204,S264741,product_view,52,21,1,0,0,Regular,14,10
18406,S112275,reviews,87,17,0,0,0,Regular,18,5
18434,S174070,filters,424,1,0,0,0,Inactive,2,67
12899,S966565,wishlist,180,14,0,0,0,Power,11,4
19246,S826323,product_view,262,20,0,0,0,Inactive,2,77
12440,S139580,cart,135,10,0,0,0,Regular,21,79
11648,S839654,search,197,22,0,0,0,Inactive,1,0
10003,S301629,filters,74,2,1,0,0,Regular,17,37
16322,S643131,product_view,125,2,0,0,0,New,25,67
18757,S875477,reviews,192,24,1,0,0,New,15,52
19828,S791154,filters,274,18,1,1,112.28,VIP,10,0
16025,S660885,recommendations,379,8,0,0,0,Inactive,0,42
12532,S837902,offers,194,10,1,1,0,Regular,4,27
13303,S289711,live_chat,262,15,0,0,0,Inactive,0,34
17750,S199336,notifications,544,22,1,0,0,Regular,10,32
17730,S246508,share,517,19,1,1,0,Power,10,3
12554,S577081,search,325,1,1,1,0,VIP,8,7
13005,S502109,filters,53,17,1,0,0,Regular,22,45
12979,S610353,product_view,454,12,1,0,0,Regular,17,4
16426,S476326,share,235,6,0,0,0,Regular,25,30
19177,S232034,recommendations,321,24,1,0,0,New,17,60
11315,S943366,wishlist,276,12,0,0,0,New,20,38
14037,S166306,cart,455,17,0,1,0,New,10,42
18502,S602841,search,588,18,1,0,0,Power,4,3
11845,S827114,offers,209,9,1,0,0,Regular,6,8
14093,S571880,share,354,5,1,1,0,VIP,13,1
16705,S209633,live_chat,279,17,1,0,0,VIP,19,3
12861,S334344,share,356,24,1,1,0,Regular,9,64
19730,S484201,product_view,43,3,0,1,356.05,VIP,18,2
14157,S355054,notifications,226,24,0,0,0,New,24,67
15656,S242571,offers,84,18,0,0,0,Inactive,2,27
19404,S465290,filters,579,3,0,0,0,New,22,35
11945,S506284,reviews,107,15,0,0,0,Inactive,1,60
10629,S189041,product_view,81,3,0,0,0,Regular,28,34
15525,S917390,search,384,10,0,0,0,Inactive,3,64
15429,S511283,notifications,343,17,1,0,0,Inactive,0,5
11095,S576971,notifications,110,8,1,0,0,VIP,5,6
12093,S871781,filters,433,16,0,0,0,Inactive,3,36
13315,S810753,product_view,505,7,1,0,0,New,21,57
17639,S533907,reviews,253,7,1,0,0,Regular,27,52
15459,S594612,filters,170,24,1,0,0,Regular,22,49
14805,S608212,offers,438,13,0,0,0,Regular,22,58
18316,S835855,recommendations,538,11,1,0,0,VIP,27,4
17041,S547555,live_chat,381,21,1,0,0,Regular,7,83
14346,S223318,filters,502,2,0,0,0,New,17,58
12155,S455692,recommendations,484,18,1,0,0,Regular,24,44
18017,S756098,cart,535,11,0,0,0,New,1,2
18022,S802044,share,597,21,1,1,30.06,Regular,27,66
15264,S654644,wishlist,439,4,1,0,0,Regular,18,1
15650,S433856,filters,226,6,1,0,0,Inactive,0,18
16778,S679246,reviews,135,16,0,1,0,New,15,2
15894,S721934,share,16,21,0,0,0,New,11,56
17728,S828659,notifications,369,19,1,0,0,Power,16,3
10765,S737343,wishlist,299,5,1,0,0,Regular,22,61
14898,S478708,product_view,536,16,1,0,0,New,17,39
13087,S461244,offers,179,7,1,0,0,Regular,3,80
10892,S711214,search,172,13,0,0,0,New,5,2
17816,S237317,notifications,345,10,1,1,99.07,Regular,18,15
14303,S344662,notifications,449,13,1,0,0,Inactive,2,34
15548,S804200,product_view,454,15,1,1,0,VIP,0,0
18170,S312214,share,430,25,0,1,493.82,VIP,2,3
19297,S766359,recommendations,278,15,1,1,0,VIP,19,0
13015,S149517,cart,435,12,1,1,312.27,Power,7,7
14328,S500643,reviews,154,5,1,0,0,Regular,15,6
12626,S954956,cart,93,2,1,0,0,New,23,22
16248,S110875,cart,146,4,1,1,0,Regular,10,11
12385,S499724,search,597,1,0,1,40.02,Regular,22,30
11402,S736753,offers,389,17,0,0,0,Inactive,2,5
13850,S617647,offers,60,15,1,1,33.94,Regular,0,78
13999,S278044,offers,27,25,0,0,0,Regular,5,3
12705,S495328,wishlist,457,18,1,0,0,Inactive,1,8
17277,S268721,recommendations,569,12,1,0,0,New,6,24
14221,S919735,recommendations,9,13,0,1,49.7,Regular,16,53
14614,S577417,search,109,10,1,1,0,Power,19,4
15547,S931032,share,268,24,1,0,0,New,6,81
13278,S504418,reviews,238,12,0,0,0,Regular,19,48
11508,S896984,offers,138,18,1,1,0,Power,15,2
11144,S508784,offers,510,5,1,1,52.12,New,1,65
13360,S863886,product_view,451,5,0,0,0,New,28,8
11794,S446510,reviews,206,25,0,1,0,Inactive,2,29
12291,S603692,offers,524,5,1,0,0,New,13,78
11492,S357951,product_view,353,6,0,0,0,Inactive,3,46
12558,S401196,search,248,1,0,0,0,New,4,21
11534,S366927,notifications,109,8,1,0,0,VIP,10,6
19624,S115147,search,368,21,0,0,0,Inactive,1,8
10810,S615395,product_view,450,17,1,1,78.89,New,24,48
13894,S678036,search,401,16,0,0,0,Inactive,3,1
15494,S750442,compare,57,16,0,0,0,New,5,76
10494,S612295,search,68,17,0,0,0,New,0,50
16157,S489071,product_view,64,6,1,1,0,Regular,10,63
12033,S247859,share,383,2,1,0,0,VIP,22,4
11630,S609605,cart,8,8,1,0,0,Regular,3,37
11637,S897044,product_view,257,24,0,1,0,Power,16,4
19124,S815537,offers,134,6,1,0,0,Regular,13,73
10393,S146307,product_view,133,16,1,1,0,VIP,3,5
14175,S304426,product_view,442,12,0,1,110.73,Regular,28,85
19749,S538683,product_view,175,23,1,1,156.02,Power,27,0
13230,S350175,product_view,564,1,1,1,0,VIP,7,1
15219,S592408,compare,411,14,1,1,184.77,Regular,11,29
17080,S904130,share,479,8,0,0,0,Regular,24,79
18489,S550263,share,231,24,0,0,0,New,24,65
17824,S105806,search,549,24,1,0,0,Regular,15,41
19008,S194281,reviews,365,11,0,1,0,New,29,74
14384,S301977,search,413,2,1,0,0,Regular,5,10
10512,S920738,product_view,108,23,0,0,0,Regular,15,90
16854,S132202,product_view,154,25,0,1,6.41,Inactive,2,45
18712,S944267,offers,111,17,0,0,0,Regular,16,84
10922,S745627,filters,544,4,1,0,0,Regular,1,45
16699,S428025,filters,121,25,1,1,0,VIP,14,2
12259,S903298,search,591,12,0,0,0,New,25,0
18542,S666067,reviews,407,6,0,0,0,Regular,14,63
19676,S390512,search,358,8,1,1,63.87,Regular,11,34
13875,S556855,reviews,352,17,0,0,0,New,18,62
12791,S782463,filters,144,14,0,0,0,New,0,21
15890,S483116,product_view,255,20,1,0,0,Regular,0,26
16440,S118906,offers,526,1,1,0,0,Regular,20,33
10250,S388078,share,505,6,0,0,0,Inactive,2,79
18777,S364045,product_view,400,25,1,1,0,VIP,24,7
11224,S436893,search,19,2,0,0,0,Regular,2,50
17148,S294322,offers,401,14,1,1,0,Power,25,5
10221,S962043,share,386,17,0,1,0,Regular,29,66
19525,S377347,cart,215,24,0,0,0,Inactive,3,77
16438,S124185,reviews,471,2,1,1,41.87,Regular,28,60
13371,S907813,filters,544,16,1,1,577.44,VIP,26,7
19099,S176244,offers,588,25,0,0,0,New,18,55
16489,S975544,product_view,365,13,0,0,0,Inactive,0,86
13222,S701195,wishlist,289,17,0,0,0,Inactive,0,72
13165,S819563,search,414,21,1,1,157.21,VIP,10,4
19540,S161052,product_view,307,8,0,0,0,New,11,62
11965,S601229,product_view,504,10,0,0,0,Inactive,1,64
15722,S497391,product_view,480,20,1,0,0,Inactive,0,53
12656,S166729,offers,219,12,1,0,0,Regular,30,66
18467,S714045,offers,382,18,0,0,0,Inactive,1,28
13182,S321155,product_view,469,8,0,0,0,Inactive,2,67
16630,S962432,product_view,393,17,1,0,0,VIP,0,6
10931,S789625,recommendations,570,8,1,1,0,Regular,14,48
14552,S368472,search,138,17,0,0,0,New,4,19
14470,S517984,product_view,120,17,1,1,0,Regular,10,79
14544,S486998,search,72,3,0,0,0,Regular,7,27
14446,S827966,reviews,267,13,1,1,0,Regular,2,52
17862,S468223,product_view,508,3,1,0,0,Regular,0,9
13290,S404125,product_view,466,2,1,0,0,New,18,79
18983,S672358,recommendations,69,25,1,1,0,Power,23,6
13441,S836069,offers,402,10,1,1,0,Regular,0,85
18748,S631448,reviews,574,3,0,0,0,Inactive,2,87
17440,S474696,notifications,400,23,0,0,0,Inactive,2,80
14719,S419235,reviews,552,12,0,0,0,Inactive,1,23
18163,S219545,recommendations,142,18,1,1,0,Regular,0,31
14169,S865187,filters,183,18,0,1,0,Regular,21,8
19627,S259496,offers,21,16,1,0,0,VIP,14,6
19164,S859657,recommendations,442,13,1,1,0,New,26,22
14743,S459544,filters,504,14,0,1,79.03,Regular,15,56
19110,S415389,recommendations,481,23,0,0,0,New,20,49
11201,S460765,cart,63,4,1,1,0,VIP,28,5
10448,S138382,cart,215,8,1,1,173.45,VIP,16,7
19630,S404239,recommendations,343,12,0,0,0,Regular,18,43
16798,S841182,reviews,88,16,0,0,0,Inactive,2,56
16189,S798854,search,33,18,1,1,0,Regular,25,63
13802,S632936,recommendations,196,5,0,0,0,New,22,62
16809,S986440,product_view,450,2,0,0,0,Regular,3,62
19390,S172738,notifications,197,22,0,1,0,New,29,31
16234,S946681,reviews,473,11,1,0,0,Regular,29,67
10308,S668882,product_view,361,18,1,1,0,Regular,3,26
15593,S401689,search,378,11,0,0,0,Inactive,3,36
10055,S926918,reviews,454,2,0,0,0,Inactive,0,39
11367,S534503,cart,98,8,1,1,0,Regular,2,51
10670,S887775,search,225,14,1,1,165.21,Regular,23,51
12112,S395399,search,305,2,1,1,68.69,New,19,50
16297,S584955,offers,530,20,1,0,0,Regular,22,13
19715,S961730,cart,21,19,0,0,0,New,0,0
14147,S962128,offers,165,13,0,0,0,Regular,11,10
12796,S921024,search,180,15,0,1,0,Regular,6,18
19020,S532204,product_view,375,7,1,0,0,Regular,13,7
19308,S784340,offers,143,16,0,0,0,Inactive,0,31
16906,S105457,search,586,2,0,0,0,Regular,1,13
11851,S406291,product_view,495,9,1,0,0,Regular,22,11
17007,S409373,recommendations,107,22,1,0,0,Regular,6,26
18347,S525456,share,527,11,1,0,0,New,4,30
11542,S645427,share,25,7,1,1,0,Power,30,4
11189,S648736,cart,405,19,1,0,0,Inactive,2,66
11368,S415929,product_view,473,25,0,0,0,Regular,9,34
14518,S615789,cart,213,9,1,0,0,New,27,76
19091,S607615,recommendations,564,14,0,0,0,Regular,20,40
10785,S992440,recommendations,590,5,1,0,0,Power,10,2
19438,S912197,cart,497,8,0,1,42.39,New,27,62
10914,S617899,filters,42,21,0,0,0,Power,16,3
14562,S481870,recommendations,496,7,0,0,0,Inactive,0,87
18557,S908025,offers,440,2,1,1,0,New,13,37
13429,S833084,offers,191,24,1,1,0,Power,0,6
19344,S359427,offers,78,16,0,0,0,Inactive,0,11
10290,S917707,reviews,491,5,0,0,0,New,2,88
10753,S120923,product_view,374,15,0,0,0,New,1,17
16301,S454692,product_view,310,2,0,0,0,Inactive,1,28
17150,S693584,reviews,195,6,1,0,0,Regular,22,33
14076,S736099,search,88,22,1,0,0,New,11,15
14527,S257878,search,448,14,1,1,341.1,VIP,13,7
13851,S900289,cart,442,16,0,0,0,New,29,1
11286,S719160,filters,266,13,0,0,0,New,4,28
17738,S450583,search,453,11,0,0,0,Regular,7,79
18888,S289381,search,315,4,0,1,0,Inactive,0,36
18819,S404129,filters,570,16,1,0,0,Regular,25,32
15098,S851940,filters,97,14,0,0,0,Regular,13,49
14385,S169331,cart,80,1,1,1,488.22,VIP,24,4
19615,S315961,recommendations,127,3,0,0,0,Inactive,2,15
19874,S668132,product_view,490,6,0,0,0,New,12,66
10844,S913550,cart,415,7,1,1,0,New,3,65
13475,S153646,offers,6,21,1,0,0,Regular,14,3
18606,S537108,notifications,223,10,1,0,0,Regular,8,37
11485,S613514,reviews,473,12,1,0,0,Inactive,1,90
17713,S173578,search,258,2,1,1,0,Power,10,3
11493,S181575,compare,83,20,0,1,90.9,VIP,2,1
15041,S530392,reviews,202,9,0,0,0,Regular,0,67
11813,S609111,product_view,266,20,1,0,0,Regular,13,9
13347,S802685,cart,428,12,0,0,0,New,21,80
15747,S502819,product_view,460,4,0,0,0,Inactive,1,55
16525,S318434,filters,470,1,1,0,0,Regular,20,10
16828,S655076,product_view,527,10,1,0,0,Power,22,4
13913,S658788,offers,231,12,0,1,0,Regular,0,89
14449,S286833,search,246,17,1,1,0,Inactive,2,59
18100,S736952,reviews,412,9,1,0,0,VIP,7,2
14354,S334055,product_view,308,19,1,1,0,Inactive,3,3
14239,S888417,reviews,143,12,0,0,0,New,7,41
14256,S810549,reviews,299,11,0,0,0,Inactive,3,35
12953,S424150,product_view,393,19,0,0,0,New,8,37
16239,S308467,product_view,485,11,1,1,240.55,VIP,19,6
19117,S113384,filters,56,13,0,0,0,VIP,6,3
16404,S596127,product_view,434,5,0,0,0,Regular,20,62
15371,S857908,cart,304,12,0,1,0,New,17,79
15432,S626679,search,553,21,1,1,0,Regular,12,14
15857,S948853,product_view,443,3,0,0,0,Inactive,3,56
19012,S223968,notifications,589,11,1,0,0,Inactive,3,86
18796,S476208,search,194,20,0,1,0,Regular,10,16
15795,S725341,search,366,19,1,1,366.23,VIP,21,4
12356,S549406,live_chat,513,23,1,1,0,Regular,22,39
10912,S573813,product_view,561,17,0,0,0,Inactive,0,82
17198,S683724,offers,477,9,0,0,0,Inactive,0,2
14854,S231263,filters,565,14,1,0,0,VIP,0,6
13706,S747161,offers,552,17,1,0,0,Inactive,0,3
16861,S376560,notifications,520,4,1,0,0,VIP,11,1
17258,S795976,share,514,5,1,1,124.65,VIP,0,0
19126,S434988,share,302,19,0,0,0,New,1,12
16241,S571812,filters,201,10,0,0,0,Inactive,0,38
16470,S551006,filters,556,20,1,1,342.63,Power,21,1
10121,S147936,product_view,579,8,1,0,0,Inactive,2,26
10017,S908577,notifications,136,21,0,0,0,Regular,13,35
17522,S780014,share,559,19,0,0,0,Inactive,2,74
17326,S280089,reviews,453,3,1,1,624.18,VIP,3,3
15411,S250202,reviews,556,7,0,0,0,Inactive,1,45
19258,S528714,offers,195,16,1,0,0,Regular,30,77
16981,S461704,wishlist,140,11,0,1,0,Inactive,1,46
14159,S541528,reviews,60,13,1,1,0,VIP,16,3
13940,S659027,cart,93,17,1,0,0,Inactive,1,28
17914,S260777,product_view,456,12,0,0,0,Inactive,3,75
11133,S610243,share,432,7,0,0,0,Inactive,2,18
15416,S393031,filters,475,3,0,0,0,New,9,20
18178,S460587,recommendations,294,1,1,0,0,VIP,26,2
14669,S156651,offers,416,23,1,1,0,Regular,28,87
12487,S605724,recommendations,187,24,0,0,0,New,30,1
13292,S803873,recommendations,557,24,0,0,0,New,10,24
18703,S993490,compare,326,5,0,0,0,Inactive,2,44
15026,S789140,filters,459,12,1,1,0,Regular,8,0
12676,S847538,product_view,176,14,1,1,0,Regular,8,52
10962,S582596,notifications,597,22,0,0,0,Regular,10,48
10949,S309185,recommendations,413,6,1,1,8.1,Inactive,2,67
18510,S186024,product_view,506,10,0,0,0,New,22,81
11973,S939879,offers,523,9,1,0,0,Regular,29,14
15665,S295250,share,429,3,0,0,0,New,21,47
11264,S107350,search,490,16,1,1,270.64,Power,0,5
17702,S639115,cart,109,15,1,1,0,Inactive,2,83
17517,S160024,cart,444,6,1,0,0,Power,11,1
15812,S728272,product_view,80,5,1,1,186.31,Power,7,3
17315,S510813,live_chat,511,24,1,0,0,Inactive,0,71
14428,S806412,reviews,297,19,0,0,0,Regular,28,49
16945,S792104,cart,276,18,1,1,0,Regular,15,51
14196,S524279,search,455,7,0,1,111.05,Regular,27,80
18876,S617839,recommendations,394,15,1,1,0,Power,22,4
17194,S988888,recommendations,521,16,1,0,0,Inactive,2,67
19719,S463332,search,65,5,0,0,0,Inactive,1,70
13037,S737787,search,566,22,0,1,0,New,29,66
18143,S858864,recommendations,442,7,1,0,0,Regular,30,86
16010,S961807,filters,329,22,1,1,25.4,Regular,12,29
18972,S447023,cart,232,8,1,0,0,Power,10,3
15151,S749393,reviews,51,7,0,0,0,Regular,19,59
10440,S724086,filters,72,19,0,0,0,VIP,10,3
11659,S986718,product_view,132,15,0,0,0,Inactive,1,73
13914,S664878,cart,65,20,1,1,0,Regular,19,90
12297,S583778,cart,502,19,0,0,0,Inactive,2,86
16986,S231183,offers,210,16,1,1,198.46,Power,12,1
13227,S690153,product_view,223,16,1,0,0,VIP,20,7
16817,S579343,recommendations,118,16,0,0,0,Inactive,1,7
18681,S406944,search,113,9,1,1,156.16,Regular,13,75
17614,S489075,cart,385,18,0,1,138.02,Regular,6,68
13029,S795843,offers,330,20,0,0,0,Inactive,3,56
18393,S197657,product_view,281,20,1,0,0,New,0,58
19806,S799777,filters,55,13,0,0,0,Inactive,1,86
19532,S194190,product_view,246,9,0,0,0,Inactive,3,64
17363,S147278,search,330,16,1,1,81.08,VIP,20,0
16094,S608790,compare,256,16,1,1,187.14,Regular,15,61
14639,S588389,search,296,20,1,1,0,VIP,23,4
15365,S519542,recommendations,500,18,1,0,0,Regular,10,15
19601,S300523,product_view,25,25,1,1,159.42,VIP,7,1
11850,S165833,reviews,576,18,1,0,0,Regular,5,83
11799,S963989,filters,155,11,1,0,0,Regular,6,63
17009,S126734,product_view,255,19,0,1,0,Inactive,3,35
12016,S481552,search,33,6,0,0,0,New,19,5
13095,S223787,reviews,379,15,1,0,0,Regular,8,22
15532,S858986,filters,465,23,1,1,107.24,Power,8,0
15627,S113656,offers,597,11,0,0,0,Inactive,3,43
14419,S876205,compare,197,15,0,0,0,Inactive,2,54
11821,S564187,filters,510,6,1,0,0,Power,20,0
15610,S136461,recommendations,324,10,1,1,0,New,8,63
14366,S811452,search,452,25,1,0,0,Power,10,0
15701,S272846,share,420,1,1,1,574.04,VIP,2,4
17074,S420639,recommendations,542,18,1,0,0,New,25,70
17563,S571830,product_view,334,24,0,0,0,Inactive,3,45
18975,S353091,offers,137,3,1,1,126.85,VIP,1,7
13569,S337605,search,321,10,1,1,59.7,Regular,28,74
15603,S582372,share,566,1,1,0,0,VIP,27,7
15730,S368769,share,407,11,0,0,0,Regular,8,46
16763,S727035,search,138,21,0,0,0,Regular,21,50
12256,S893424,product_view,442,4,1,1,0,New,16,44
17897,S695667,offers,404,21,0,1,0,New,7,86
18589,S782480,recommendations,433,18,1,1,98.82,Regular,4,10
19528,S725856,search,200,14,0,1,0,Inactive,0,52
11538,S228619,reviews,475,1,1,0,0,Inactive,3,4
14970,S948730,offers,328,9,1,0,0,Regular,17,20
17814,S315834,product_view,144,7,1,0,0,Inactive,0,89
18430,S138886,product_view,521,23,1,1,0,Power,23,5
15574,S349023,cart,381,8,1,0,0,Power,27,0
10026,S891937,filters,456,20,1,1,0,VIP,19,5
12726,S425165,cart,313,25,1,0,0,Regular,23,42
12514,S590326,offers,438,11,0,1,0,Regular,19,56
11928,S199382,offers,26,23,0,0,0,Inactive,0,35
13824,S821054,product_view,303,23,0,1,0,Power,29,0
11811,S684403,reviews,93,16,1,0,0,Power,0,6
18857,S418707,search,259,20,1,0,0,Regular,10,0
16490,S497422,search,454,14,1,0,0,VIP,6,5
18912,S155377,notifications,346,18,1,1,0,Power,6,1
14845,S677026,notifications,23,6,1,0,0,New,17,48
10564,S793390,search,504,9,1,0,0,Regular,14,85
15285,S686114,product_view,446,4,1,1,142.72,Regular,3,32
16584,S895723,reviews,309,10,1,0,0,Inactive,2,69
10018,S710805,reviews,568,5,1,0,0,VIP,1,5
14080,S211256,product_view,106,16,1,0,0,Power,1,2
10527,S957276,compare,296,12,1,0,0,Regular,4,85
17691,S298817,search,500,9,1,1,361.38,Power,13,0
18045,S431474,search,81,12,0,0,0,New,4,27
15889,S534562,offers,227,16,0,0,0,Inactive,0,63
13027,S878180,share,124,20,0,0,0,Power,16,7
18081,S828831,search,74,11,0,1,77.24,Regular,5,60
12425,S197838,recommendations,463,14,1,0,0,New,21,10
16137,S869234,wishlist,91,6,1,0,0,Regular,29,16
15998,S909525,share,593,21,1,1,581.21,VIP,27,6
16761,S821443,cart,484,22,0,0,0,New,15,12
17000,S855750,offers,231,3,0,1,0,Regular,27,29
11245,S537206,search,410,3,1,1,180.54,Power,0,6
16410,S908574,recommendations,288,15,1,1,135.01,VIP,13,1
12627,S678665,offers,203,6,1,1,98.25,VIP,25,7
13178,S952236,search,148,6,1,1,51.42,Regular,22,55
13522,S964906,compare,414,7,1,1,99.0,Regular,17,26
18346,S782073,product_view,545,25,0,0,0,New,20,53
16291,S316198,offers,496,11,0,0,0,Regular,4,37
18673,S839692,product_view,337,18,1,0,0,Regular,4,38
17905,S644768,product_view,48,4,1,0,0,Regular,10,41
17604,S395009,recommendations,15,6,0,1,49.22,New,29,73
13252,S340035,notifications,357,3,0,1,85.67,New,15,47
16834,S775269,notifications,111,7,0,0,0,Inactive,3,28
17522,S698766,notifications,306,2,0,0,0,Inactive,2,74
11460,S309837,filters,99,6,1,0,0,New,10,52
12935,S423166,filters,473,12,0,0,0,New,11,15
14794,S909033,recommendations,81,1,1,0,0,VIP,7,6
19877,S623821,filters,217,5,1,1,381.42,VIP,29,2
15976,S466052,filters,209,13,1,1,0,VIP,8,4
13220,S827672,filters,292,3,0,0,0,Regular,9,66
11052,S943950,search,192,2,1,1,0,Inactive,3,75
18947,S500714,offers,88,17,0,0,0,New,27,51
16458,S758700,notifications,64,12,1,0,0,Regular,20,74
17511,S718879,search,134,18,1,1,98.41,Power,9,5
11675,S678009,reviews,201,22,0,0,0,Power,23,1
15868,S484846,search,153,8,1,0,0,New,1,82
11271,S264521,reviews,174,20,0,0,0,New,12,51
14953,S325297,product_view,41,4,1,0,0,Regular,4,72
14837,S294812,recommendations,440,20,1,0,0,Inactive,1,15
15486,S498480,product_view,397,1,1,1,0,Power,25,4
19921,S484423,recommendations,49,6,1,1,0,VIP,5,6
13132,S357371,notifications,460,5,1,1,0,New,10,54
10649,S132975,product_view,121,17,0,0,0,Inactive,2,11
14287,S120301,reviews,420,18,1,1,0,Power,4,2
19257,S367540,share,530,7,0,0,0,Inactive,0,44
11375,S942846,cart,225,5,0,0,0,Inactive,0,36
