order_id,product,category,quantity,unit_price,discount_percent,discount_amount,revenue,cogs,shipping_cost,returned,return_cost,support_ticket,support_cost,channel,marketing_cost,customer_segment,true_profit
54734,Makeup Brush Set,Beauty,1,19,10.0,1.9,17.1,3,3.26,0,0,0,0,paid_ads,3.58,New Customer,7.26
61399,Running Shoes,Fashion,2,89,8.0,14.24,163.76,44,8.49,1,13.47,0,0,organic,0.0,New Customer,-49.58
57309,Denim Jacket,Fashion,1,79,7.0,5.53,73.47,28,3.15,0,0,0,0,organic,0.0,Returning,42.32
61553,Face Serum,Beauty,1,45,19.0,8.55,36.45,6,3.52,0,0,0,0,paid_ads,10.98,One-Time Buyer,15.95
56582,Wireless Earbuds Pro,Electronics,1,79,20.0,15.8,63.2,18,5.23,0,0,0,0,paid_ads,18.41,One-Time Buyer,21.56
56631,Sunglasses,Fashion,1,35,7.0,2.45,32.55,4,4.66,0,0,0,0,organic,0.0,New Customer,23.89
56236,Fitness Tracker,Health,1,79,23.0,18.17,60.83,22,6.94,0,0,0,0,organic,0.0,Discount Hunter,31.89
51023,Face Serum,Beauty,1,45,6.0,2.7,42.3,6,2.9,0,0,0,0,referral,2.71,Returning,30.69
62749,Bluetooth Speaker,Electronics,1,99,2.0,1.98,97.02,25,4.93,0,0,0,0,paid_ads,22.77,Returning,44.32
61775,Wireless Earbuds Pro,Electronics,1,79,0.0,0.0,79.0,18,4.56,1,13.79,0,0,email,2.59,Returning,-31.04
55758,Bluetooth Speaker,Electronics,3,99,9.0,26.73,270.27,75,21.24,0,0,0,0,social_media,30.7,New Customer,143.33
57045,Hair Dryer,Beauty,1,69,35.0,24.15,44.85,18,3.91,0,0,0,0,social_media,5.63,Discount Hunter,17.31
50800,Cotton T-Shirt Pack,Fashion,1,24,9.0,2.16,21.84,5,3.55,0,0,0,0,paid_ads,4.44,Returning,8.85
64855,Fitness Tracker,Health,3,79,34.0,80.58,156.42,66,17.29,0,0,1,18.27,paid_ads,43.83,Discount Hunter,11.03
64322,Protein Powder,Health,1,49,4.0,1.96,47.04,15,6.62,0,0,0,0,social_media,4.97,Returning,20.45
56413,Fitness Tracker,Health,2,79,15.0,23.7,134.3,44,9.59,0,0,1,16.83,social_media,18.07,One-Time Buyer,45.81
57459,Sunglasses,Fashion,1,35,12.0,4.2,30.8,4,4.87,0,0,0,0,email,1.16,One-Time Buyer,20.77
54786,Running Shoes,Fashion,1,89,32.0,28.48,60.52,22,4.17,1,7.31,0,0,social_media,6.99,Discount Hunter,-34.42
55512,Yoga Mat Premium,Health,1,39,2.0,0.78,38.22,8,7.63,0,0,0,0,paid_ads,9.96,Returning,12.63
59264,Makeup Brush Set,Beauty,2,19,12.0,4.56,33.44,6,4.69,0,0,0,0,paid_ads,10.5,One-Time Buyer,12.25
61948,Bluetooth Speaker,Electronics,1,99,5.0,4.95,94.05,25,7.73,0,0,0,0,social_media,9.16,New Customer,52.16
51131,Phone Case Premium,Electronics,1,29,6.0,1.74,27.26,3,4.9,0,0,0,0,paid_ads,6.27,Returning,13.09
62330,Wireless Earbuds Pro,Electronics,3,79,9.0,21.33,215.67,54,21.77,0,0,0,0,paid_ads,50.28,One-Time Buyer,89.62
51120,Wireless Earbuds Pro,Electronics,1,79,1.0,0.79,78.21,18,6.93,0,0,0,0,social_media,9.0,Returning,44.28
53957,Running Shoes,Fashion,1,89,5.0,4.45,84.55,22,4.69,0,0,0,0,referral,7.14,New Customer,50.72
55976,Phone Case Premium,Electronics,1,29,1.0,0.29,28.71,3,6.07,0,0,0,0,paid_ads,7.44,VIP,12.2
55951,Fitness Tracker,Health,1,79,24.0,18.96,60.04,22,3.06,0,0,1,19.09,organic,0.0,Discount Hunter,15.89
61460,Face Serum,Beauty,1,45,14.0,6.3,38.7,6,2.99,0,0,0,0,referral,3.99,New Customer,25.72
51104,Protein Powder,Health,1,49,9.0,4.41,44.59,15,6.86,0,0,0,0,email,1.32,One-Time Buyer,21.41
62926,USB-C Hub,Electronics,1,49,26.0,12.74,36.26,12,7.54,0,0,0,0,paid_ads,10.07,Discount Hunter,6.65
50245,Sunglasses,Fashion,1,35,12.0,4.2,30.8,4,2.98,0,0,0,0,referral,2.76,One-Time Buyer,21.06
50758,Running Shoes,Fashion,3,89,6.0,16.02,250.98,66,10.78,0,0,0,0,referral,21.62,New Customer,152.58
64265,Backpack,Fashion,1,59,45.0,26.55,32.45,14,3.7,0,0,0,0,paid_ads,6.5,Discount Hunter,8.25
57577,Perfume Set,Beauty,3,55,2.0,3.3,161.7,24,14.83,0,0,1,11.86,email,4.76,VIP,106.25
60812,Protein Powder,Health,1,49,8.0,3.92,45.08,15,5.42,0,0,0,0,email,1.25,New Customer,23.41
53867,Hair Dryer,Beauty,2,69,7.0,9.66,128.34,36,9.04,0,0,0,0,organic,0.0,One-Time Buyer,83.3
59851,Smart Water Bottle,Health,1,45,3.0,1.35,43.65,14,5.5,0,0,0,0,email,1.1,VIP,23.05
62634,Phone Case Premium,Electronics,2,29,8.0,4.64,53.36,6,15.59,0,0,0,0,organic,0.0,New Customer,31.77
57177,Wireless Earbuds Pro,Electronics,2,79,22.0,34.76,123.24,36,6.56,0,0,1,8.16,paid_ads,32.17,Discount Hunter,40.35
60258,Wireless Earbuds Pro,Electronics,1,79,5.0,3.95,75.05,18,7.61,0,0,0,0,social_media,7.39,VIP,42.05
57148,Wireless Earbuds Pro,Electronics,1,79,2.0,1.58,77.42,18,5.31,0,0,0,0,paid_ads,19.6,VIP,34.51
56074,Bluetooth Speaker,Electronics,1,99,11.0,10.89,88.11,25,4.7,0,0,1,12.77,organic,0.0,New Customer,45.64
58082,Running Shoes,Fashion,1,89,1.0,0.89,88.11,22,3.68,0,0,0,0,paid_ads,25.48,Returning,36.95
53605,Backpack,Fashion,2,59,1.0,1.18,116.82,28,8.63,1,18.93,1,20.85,referral,10.53,VIP,-75.26
59598,Hair Dryer,Beauty,2,69,13.0,17.94,120.06,36,6.14,1,17.0,0,0,referral,11.85,New Customer,-58.98
62435,Denim Jacket,Fashion,2,79,2.0,3.16,154.84,56,4.71,0,0,0,0,email,4.5,Returning,89.63
61774,Sunglasses,Fashion,1,35,3.0,1.05,33.95,4,3.88,0,0,0,0,referral,2.95,VIP,23.12
56221,Wireless Earbuds Pro,Electronics,1,79,2.0,1.58,77.42,18,3.22,0,0,0,0,social_media,7.99,VIP,48.21
61527,Yoga Mat Premium,Health,1,39,9.0,3.51,35.49,8,5.43,0,0,0,0,organic,0.0,Returning,22.06
57239,Laptop Stand,Electronics,1,59,21.0,12.39,46.61,15,5.12,0,0,0,0,paid_ads,13.45,Discount Hunter,13.04
52886,USB-C Hub,Electronics,2,49,2.0,1.96,96.04,24,15.9,0,0,1,23.53,social_media,13.7,VIP,18.91
51602,Face Serum,Beauty,2,45,6.0,5.4,84.6,12,6.98,0,0,0,0,organic,0.0,One-Time Buyer,65.62
51778,Backpack,Fashion,1,59,10.0,5.9,53.1,14,4.14,0,0,0,0,referral,5.42,One-Time Buyer,29.54
51367,Yoga Mat Premium,Health,2,39,25.0,19.5,58.5,16,11.0,1,16.4,0,0,social_media,7.23,Discount Hunter,-44.78
57826,Hair Dryer,Beauty,1,69,20.0,13.8,55.2,18,4.43,0,0,0,0,organic,0.0,One-Time Buyer,32.77
58122,Phone Case Premium,Electronics,2,29,9.0,5.22,52.78,6,11.38,0,0,0,0,social_media,6.08,One-Time Buyer,29.32
60301,Resistance Bands Set,Health,1,22,35.0,7.7,14.3,4,3.39,0,0,0,0,paid_ads,3.83,Discount Hunter,3.08
52324,Cotton T-Shirt Pack,Fashion,1,24,9.0,2.16,21.84,5,4.26,0,0,0,0,social_media,2.81,Returning,9.77
61464,Phone Case Premium,Electronics,1,29,11.0,3.19,25.81,3,6.41,1,14.28,0,0,organic,0.0,One-Time Buyer,-21.11
61517,Wireless Earbuds Pro,Electronics,1,79,20.0,15.8,63.2,18,5.25,1,9.87,0,0,social_media,7.86,Discount Hunter,-34.66
63088,Phone Case Premium,Electronics,1,29,3.0,0.87,28.13,3,5.56,0,0,0,0,email,0.76,Returning,18.81
61647,Running Shoes,Fashion,3,89,2.0,5.34,261.66,66,6.89,0,0,0,0,paid_ads,63.73,Returning,125.04
61364,Wireless Earbuds Pro,Electronics,2,79,20.0,31.6,126.4,36,13.45,0,0,1,17.93,paid_ads,25.85,One-Time Buyer,33.17
55333,Backpack,Fashion,1,59,6.0,3.54,55.46,14,2.86,0,0,0,0,email,2.02,New Customer,36.58
53450,Bluetooth Speaker,Electronics,1,99,0.0,0.0,99.0,25,5.14,0,0,0,0,paid_ads,29.17,VIP,39.69
64834,Phone Case Premium,Electronics,1,29,10.0,2.9,26.1,3,4.73,0,0,0,0,paid_ads,8.04,New Customer,10.33
61616,Face Serum,Beauty,1,45,1.0,0.45,44.55,6,2.75,0,0,0,0,organic,0.0,Returning,35.8
54607,Running Shoes,Fashion,1,89,1.0,0.89,88.11,22,2.27,0,0,0,0,paid_ads,27.3,VIP,36.54
62567,Phone Case Premium,Electronics,1,29,5.0,1.45,27.55,3,7.02,0,0,0,0,social_media,3.63,New Customer,13.9
54536,Yoga Mat Premium,Health,1,39,17.0,6.63,32.37,8,7.79,0,0,0,0,email,0.9,One-Time Buyer,15.68
56832,Face Serum,Beauty,3,45,6.0,8.1,126.9,18,10.96,0,0,0,0,social_media,16.11,Returning,81.83
64892,Backpack,Fashion,3,59,5.0,8.85,168.15,42,14.66,0,0,0,0,paid_ads,40.27,VIP,71.22
51401,Running Shoes,Fashion,1,89,28.0,24.92,64.08,22,2.42,0,0,0,0,paid_ads,20.39,Discount Hunter,19.27
52655,Bluetooth Speaker,Electronics,1,99,29.0,28.71,70.29,25,4.42,0,0,0,0,social_media,6.77,Discount Hunter,34.1
50114,Running Shoes,Fashion,1,89,9.0,8.01,80.99,22,4.01,0,0,0,0,paid_ads,21.5,Returning,33.48
55635,USB-C Hub,Electronics,1,49,5.0,2.45,46.55,12,5.33,0,0,0,0,paid_ads,11.93,One-Time Buyer,17.29
53720,Fitness Tracker,Health,1,79,4.0,3.16,75.84,22,5.0,0,0,1,17.33,organic,0.0,Returning,31.51
59719,Protein Powder,Health,1,49,0.0,0.0,49.0,15,5.35,0,0,0,0,social_media,6.71,Returning,21.94
56910,Perfume Set,Beauty,1,55,8.0,4.4,50.6,8,4.11,0,0,1,20.36,email,1.42,One-Time Buyer,16.71
53538,Resistance Bands Set,Health,2,22,11.0,4.84,39.16,8,12.06,0,0,0,0,social_media,5.88,New Customer,13.22
63117,Running Shoes,Fashion,1,89,4.0,3.56,85.44,22,3.18,0,0,0,0,referral,7.02,Returning,53.24
60028,Smart Water Bottle,Health,1,45,2.0,0.9,44.1,14,6.69,0,0,0,0,paid_ads,10.62,VIP,12.79
54210,Skincare Kit,Beauty,2,65,29.0,37.7,92.3,24,6.26,1,12.18,0,0,email,3.44,Discount Hunter,-36.65
51360,Protein Powder,Health,2,49,2.0,1.96,96.04,30,9.45,0,0,0,0,paid_ads,27.55,VIP,29.04
54726,Bluetooth Speaker,Electronics,3,99,33.0,98.01,198.99,75,10.3,0,0,0,0,social_media,28.1,Discount Hunter,85.59
54483,Smart Water Bottle,Health,1,45,43.0,19.35,25.65,14,6.16,0,0,0,0,email,0.77,Discount Hunter,4.72
57797,Denim Jacket,Fashion,1,79,29.0,22.91,56.09,28,4.93,1,16.24,0,0,paid_ads,17.95,Discount Hunter,-61.51
59550,Phone Case Premium,Electronics,1,29,8.0,2.32,26.68,3,4.93,0,0,0,0,social_media,2.7,One-Time Buyer,16.05
60118,Yoga Mat Premium,Health,1,39,12.0,4.68,34.32,8,3.59,0,0,0,0,social_media,4.22,One-Time Buyer,18.51
57327,Wireless Earbuds Pro,Electronics,1,79,5.0,3.95,75.05,18,5.47,0,0,0,0,email,1.85,Returning,49.73
50249,Running Shoes,Fashion,1,89,6.0,5.34,83.66,22,4.01,1,7.82,0,0,paid_ads,21.3,Returning,-46.76
58742,Smart Water Bottle,Health,2,45,8.0,7.2,82.8,28,13.88,0,0,0,0,paid_ads,21.8,New Customer,19.12
60781,Denim Jacket,Fashion,1,79,32.0,25.28,53.72,28,4.14,1,14.41,0,0,paid_ads,15.02,Discount Hunter,-56.2
58069,Denim Jacket,Fashion,1,79,39.0,30.81,48.19,28,3.02,0,0,0,0,paid_ads,15.57,Discount Hunter,1.6
55146,Running Shoes,Fashion,3,89,6.0,16.02,250.98,66,14.31,0,0,1,22.82,paid_ads,57.36,New Customer,90.49
60892,Face Serum,Beauty,1,45,9.0,4.05,40.95,6,3.23,1,7.41,0,0,paid_ads,12.35,Returning,-24.9
57445,Makeup Brush Set,Beauty,2,19,3.0,1.14,36.86,6,8.33,0,0,0,0,paid_ads,7.91,Returning,14.62
57609,Perfume Set,Beauty,2,55,5.0,5.5,104.5,16,8.79,0,0,1,24.12,referral,10.6,New Customer,44.99
57814,Backpack,Fashion,1,59,2.0,1.18,57.82,14,4.64,0,0,0,0,organic,0.0,Returning,39.18
57938,Protein Powder,Health,1,49,19.0,9.31,39.69,15,6.59,0,0,0,0,email,1.45,One-Time Buyer,16.65
56060,Fitness Tracker,Health,1,79,14.0,11.06,67.94,22,4.92,1,14.46,0,0,paid_ads,15.13,New Customer,-49.72
64903,Cotton T-Shirt Pack,Fashion,1,24,12.0,2.88,21.12,5,4.85,0,0,0,0,social_media,2.23,New Customer,9.04
55776,Wireless Earbuds Pro,Electronics,1,79,2.0,1.58,77.42,18,6.12,0,0,0,0,paid_ads,17.37,VIP,35.93
61092,Laptop Stand,Electronics,2,59,8.0,9.44,108.56,30,11.62,0,0,0,0,email,3.04,New Customer,63.9
50887,Phone Case Premium,Electronics,1,29,14.0,4.06,24.94,3,3.95,0,0,0,0,paid_ads,5.91,New Customer,12.08
58402,Sunglasses,Fashion,2,35,1.0,0.7,69.3,8,6.56,0,0,0,0,email,2.0,Returning,52.74
54530,Sunglasses,Fashion,2,35,4.0,2.8,67.2,8,7.33,0,0,0,0,paid_ads,18.38,VIP,33.49
54375,Running Shoes,Fashion,1,89,7.0,6.23,82.77,22,3.27,1,6.99,0,0,paid_ads,17.17,One-Time Buyer,-41.15
60498,Bluetooth Speaker,Electronics,2,99,10.0,19.8,178.2,50,8.45,0,0,0,0,email,5.86,New Customer,113.89
53487,Bluetooth Speaker,Electronics,3,99,20.0,59.4,237.6,75,14.88,1,18.46,0,0,referral,19.99,One-Time Buyer,-104.57
50534,Perfume Set,Beauty,1,55,4.0,2.2,52.8,8,4.78,0,0,0,0,email,1.86,Returning,38.16
57458,Wireless Earbuds Pro,Electronics,1,79,6.0,4.74,74.26,18,3.08,0,0,1,17.94,paid_ads,22.4,New Customer,12.84
52298,Makeup Brush Set,Beauty,1,19,6.0,1.14,17.86,3,4.46,0,0,0,0,referral,1.45,New Customer,8.95
63991,Fitness Tracker,Health,1,79,13.0,10.27,68.73,22,3.76,1,15.07,0,0,paid_ads,16.94,New Customer,-50.9
63304,Wireless Earbuds Pro,Electronics,1,79,32.0,25.28,53.72,18,7.37,0,0,0,0,organic,0.0,Discount Hunter,28.35
53731,Denim Jacket,Fashion,1,79,9.0,7.11,71.89,28,2.79,0,0,0,0,social_media,7.61,New Customer,33.49
54751,Hair Dryer,Beauty,2,69,1.0,1.38,136.62,36,8.57,0,0,1,15.42,paid_ads,38.11,Returning,38.52
54053,Bluetooth Speaker,Electronics,1,99,7.0,6.93,92.07,25,3.5,0,0,1,23.12,email,3.12,Returning,37.33
56016,Smart Water Bottle,Health,2,45,4.0,3.6,86.4,28,9.87,0,0,0,0,organic,0.0,Returning,48.53
62712,Bluetooth Speaker,Electronics,2,99,5.0,9.9,188.1,50,7.17,1,11.29,0,0,organic,0.0,New Customer,-49.65
55468,Face Serum,Beauty,1,45,17.0,7.65,37.35,6,2.95,0,0,0,0,email,1.32,One-Time Buyer,27.08
62116,Backpack,Fashion,1,59,9.0,5.31,53.69,14,2.14,0,0,0,0,paid_ads,11.98,One-Time Buyer,25.57
50491,Running Shoes,Fashion,1,89,13.0,11.57,77.43,22,4.63,1,15.11,0,0,email,2.64,One-Time Buyer,-36.64
53266,Smart Water Bottle,Health,1,45,7.0,3.15,41.85,14,4.78,0,0,0,0,paid_ads,10.09,New Customer,12.98
56340,Hair Dryer,Beauty,2,69,14.0,19.32,118.68,36,4.44,1,13.54,0,0,paid_ads,34.77,New Customer,-76.88
56727,Backpack,Fashion,1,59,9.0,5.31,53.69,14,2.74,0,0,1,21.24,organic,0.0,New Customer,15.71
56394,Smart Water Bottle,Health,1,45,7.0,3.15,41.85,14,4.5,1,7.95,0,0,email,1.49,New Customer,-23.75
58278,Smart Water Bottle,Health,3,45,9.0,12.15,122.85,42,11.14,0,0,0,0,organic,0.0,New Customer,69.71
53938,Face Serum,Beauty,2,45,7.0,6.3,83.7,12,7.04,0,0,0,0,email,2.13,New Customer,62.53
51339,Fitness Tracker,Health,1,79,3.0,2.37,76.63,22,7.14,0,0,0,0,social_media,8.52,Returning,38.97
55918,Bluetooth Speaker,Electronics,1,99,30.0,29.7,69.3,25,4.83,0,0,0,0,paid_ads,19.66,Discount Hunter,19.81
64410,Phone Case Premium,Electronics,3,29,1.0,0.87,86.13,9,13.84,0,0,0,0,organic,0.0,VIP,63.29
58629,Protein Powder,Health,1,49,36.0,17.64,31.36,15,7.48,0,0,0,0,paid_ads,8.34,Discount Hunter,0.54
56430,Fitness Tracker,Health,1,79,13.0,10.27,68.73,22,4.04,0,0,1,9.95,email,2.02,New Customer,30.72
61072,Face Serum,Beauty,1,45,13.0,5.85,39.15,6,3.72,0,0,0,0,social_media,4.77,New Customer,24.66
63731,Wireless Earbuds Pro,Electronics,1,79,8.0,6.32,72.68,18,3.11,1,7.27,0,0,paid_ads,18.2,One-Time Buyer,-39.31
62606,Cotton T-Shirt Pack,Fashion,1,24,19.0,4.56,19.44,5,4.42,0,0,0,0,organic,0.0,One-Time Buyer,10.02
54794,Face Serum,Beauty,1,45,30.0,13.5,31.5,6,4.53,0,0,0,0,social_media,3.05,Discount Hunter,17.92
63687,Hair Dryer,Beauty,3,69,0.0,0.0,207.0,54,6.44,0,0,1,8.79,paid_ads,59.63,VIP,78.14
54730,Cotton T-Shirt Pack,Fashion,1,24,33.0,7.92,16.08,5,2.77,0,0,0,0,paid_ads,3.34,Discount Hunter,4.97
57760,Bluetooth Speaker,Electronics,2,99,5.0,9.9,188.1,50,11.34,0,0,0,0,paid_ads,43.02,New Customer,83.74
63099,Smart Water Bottle,Health,1,45,43.0,19.35,25.65,14,5.2,0,0,0,0,organic,0.0,Discount Hunter,6.45
60213,Denim Jacket,Fashion,1,79,5.0,3.95,75.05,28,4.34,0,0,0,0,social_media,7.29,Returning,35.42
62774,Running Shoes,Fashion,2,89,3.0,5.34,172.66,44,6.52,0,0,0,0,referral,13.57,VIP,108.57
61282,Perfume Set,Beauty,1,55,32.0,17.6,37.4,8,4.52,0,0,0,0,organic,0.0,Discount Hunter,24.88
54402,Makeup Brush Set,Beauty,2,19,14.0,5.32,32.68,6,4.79,0,0,0,0,organic,0.0,New Customer,21.89
64427,Cotton T-Shirt Pack,Fashion,1,24,2.0,0.48,23.52,5,2.59,0,0,0,0,paid_ads,6.93,Returning,9.0
58104,Resistance Bands Set,Health,1,22,8.0,1.76,20.24,4,6.68,0,0,0,0,organic,0.0,Returning,9.56
51302,Running Shoes,Fashion,1,89,22.0,19.58,69.42,22,2.48,1,9.29,0,0,paid_ads,17.09,Discount Hunter,-43.92
55970,Backpack,Fashion,1,59,12.0,7.08,51.92,14,4.6,0,0,0,0,paid_ads,10.69,New Customer,22.63
54462,Smart Water Bottle,Health,3,45,9.0,12.15,122.85,42,14.09,0,0,0,0,paid_ads,33.36,Returning,33.4
63679,Wireless Earbuds Pro,Electronics,2,79,8.0,12.64,145.36,36,14.94,0,0,0,0,email,3.86,New Customer,90.56
61982,Denim Jacket,Fashion,1,79,1.0,0.79,78.21,28,4.8,0,0,0,0,organic,0.0,Returning,45.41
63891,Cotton T-Shirt Pack,Fashion,1,24,14.0,3.36,20.64,5,3.78,0,0,0,0,organic,0.0,One-Time Buyer,11.86
53388,Skincare Kit,Beauty,1,65,12.0,7.8,57.2,12,4.2,0,0,0,0,email,1.67,One-Time Buyer,39.33
53633,Cotton T-Shirt Pack,Fashion,1,24,10.0,2.4,21.6,5,4.37,0,0,0,0,organic,0.0,One-Time Buyer,12.23
50958,Cotton T-Shirt Pack,Fashion,1,24,1.0,0.24,23.76,5,4.84,0,0,0,0,organic,0.0,Returning,13.92
51448,Running Shoes,Fashion,2,89,14.0,24.92,153.08,44,9.11,0,0,0,0,social_media,21.77,New Customer,78.2
54219,Wireless Earbuds Pro,Electronics,1,79,3.0,2.37,76.63,18,5.3,0,0,0,0,paid_ads,22.03,VIP,31.3
54693,Protein Powder,Health,1,49,7.0,3.43,45.57,15,4.16,0,0,0,0,paid_ads,13.14,One-Time Buyer,13.27
59036,Bluetooth Speaker,Electronics,1,99,14.0,13.86,85.14,25,3.11,0,0,0,0,organic,0.0,New Customer,57.03
63354,Smart Water Bottle,Health,1,45,0.0,0.0,45.0,14,7.75,0,0,0,0,social_media,6.62,VIP,16.63
57421,Hair Dryer,Beauty,1,69,15.0,10.35,58.65,18,2.64,0,0,0,0,paid_ads,13.4,New Customer,24.61
58284,Running Shoes,Fashion,1,89,10.0,8.9,80.1,22,2.04,0,0,0,0,paid_ads,19.03,Returning,37.03
53401,Wireless Earbuds Pro,Electronics,1,79,12.0,9.48,69.52,18,4.45,0,0,0,0,social_media,9.07,One-Time Buyer,38.0
51268,Denim Jacket,Fashion,1,79,7.0,5.53,73.47,28,2.62,1,15.67,0,0,email,2.51,New Customer,-41.45
50709,Running Shoes,Fashion,2,89,5.0,8.9,169.1,44,9.66,1,15.34,1,9.3,paid_ads,40.21,New Customer,-101.6
51506,Hair Dryer,Beauty,1,69,42.0,28.98,40.02,18,3.94,1,14.11,0,0,email,1.28,Discount Hunter,-33.33
62059,Fitness Tracker,Health,1,79,7.0,5.53,73.47,22,6.39,0,0,0,0,email,2.54,Returning,42.54
60168,Perfume Set,Beauty,1,55,8.0,4.4,50.6,8,3.84,0,0,0,0,referral,4.79,Returning,33.97
63093,Sunglasses,Fashion,1,35,1.0,0.35,34.65,4,2.87,1,13.73,0,0,referral,3.39,Returning,-20.52
60464,Smart Water Bottle,Health,2,45,43.0,38.7,51.3,28,11.87,0,0,0,0,paid_ads,12.31,Discount Hunter,-0.88
50244,Hair Dryer,Beauty,1,69,8.0,5.52,63.48,18,2.91,0,0,0,0,social_media,9.42,Returning,33.15
55192,Bluetooth Speaker,Electronics,1,99,10.0,9.9,89.1,25,5.52,0,0,0,0,organic,0.0,New Customer,58.58
56748,Yoga Mat Premium,Health,1,39,4.0,1.56,37.44,8,5.25,0,0,0,0,email,1.2,VIP,22.99
55127,USB-C Hub,Electronics,1,49,8.0,3.92,45.08,12,6.53,0,0,1,8.46,email,1.08,One-Time Buyer,17.01
58607,Yoga Mat Premium,Health,1,39,25.0,9.75,29.25,8,5.53,0,0,0,0,referral,2.55,Discount Hunter,13.17
63582,Wireless Earbuds Pro,Electronics,1,79,13.0,10.27,68.73,18,7.82,0,0,1,9.88,social_media,7.11,New Customer,25.92
63296,Bluetooth Speaker,Electronics,1,99,8.0,7.92,91.08,25,6.59,0,0,1,8.34,social_media,8.98,Returning,42.17
51315,Makeup Brush Set,Beauty,1,19,24.0,4.56,14.44,3,4.09,0,0,0,0,email,0.46,Discount Hunter,6.89
55873,Running Shoes,Fashion,1,89,7.0,6.23,82.77,22,2.14,0,0,0,0,organic,0.0,One-Time Buyer,58.63
52849,Bluetooth Speaker,Electronics,2,99,8.0,15.84,182.16,50,9.3,0,0,0,0,paid_ads,45.36,Returning,77.5
58377,Skincare Kit,Beauty,2,65,17.0,22.1,107.9,24,6.07,0,0,0,0,paid_ads,29.93,One-Time Buyer,47.9
50998,Bluetooth Speaker,Electronics,2,99,8.0,15.84,182.16,50,14.23,0,0,1,17.44,social_media,26.95,New Customer,73.54
63188,Sunglasses,Fashion,2,35,16.0,11.2,58.8,8,5.79,0,0,0,0,paid_ads,18.04,One-Time Buyer,26.97
53631,Denim Jacket,Fashion,1,79,4.0,3.16,75.84,28,2.36,0,0,0,0,referral,7.05,VIP,38.43
55075,Cotton T-Shirt Pack,Fashion,1,24,41.0,9.84,14.16,5,4.68,0,0,0,0,paid_ads,4.28,Discount Hunter,0.2
62180,Laptop Stand,Electronics,1,59,3.0,1.77,57.23,15,3.9,0,0,0,0,paid_ads,11.64,Returning,26.69
51639,Bluetooth Speaker,Electronics,3,99,6.0,17.82,279.18,75,19.24,0,0,0,0,referral,26.46,One-Time Buyer,158.48
53031,Running Shoes,Fashion,2,89,8.0,14.24,163.76,44,8.15,0,0,1,11.92,paid_ads,49.49,New Customer,50.2
56377,Backpack,Fashion,1,59,3.0,1.77,57.23,14,2.57,0,0,0,0,organic,0.0,VIP,40.66
54444,USB-C Hub,Electronics,2,49,29.0,28.42,69.58,24,10.21,0,0,0,0,organic,0.0,Discount Hunter,35.37
53427,Smart Water Bottle,Health,1,45,11.0,4.95,40.05,14,6.83,0,0,0,0,social_media,5.45,One-Time Buyer,13.77
63423,Protein Powder,Health,1,49,8.0,3.92,45.08,15,7.83,0,0,1,19.73,paid_ads,9.37,New Customer,-6.85
64655,Face Serum,Beauty,2,45,7.0,6.3,83.7,12,6.57,0,0,0,0,organic,0.0,Returning,65.13
53409,Yoga Mat Premium,Health,3,39,7.0,8.19,108.81,24,23.6,0,0,0,0,email,3.44,One-Time Buyer,57.77
51093,Wireless Earbuds Pro,Electronics,3,79,13.0,30.81,206.19,54,10.68,0,0,0,0,paid_ads,59.0,One-Time Buyer,82.51
62855,Makeup Brush Set,Beauty,1,19,10.0,1.9,17.1,3,3.68,0,0,0,0,organic,0.0,One-Time Buyer,10.42
59398,Hair Dryer,Beauty,1,69,7.0,4.83,64.17,18,3.65,0,0,0,0,email,1.64,New Customer,40.88
51814,Laptop Stand,Electronics,2,59,3.0,3.54,114.46,30,6.94,1,9.62,0,0,paid_ads,37.14,Returning,-72.25
56512,Running Shoes,Fashion,1,89,4.0,3.56,85.44,22,2.67,0,0,0,0,organic,0.0,VIP,60.77
50066,Fitness Tracker,Health,1,79,4.0,3.16,75.84,22,3.05,0,0,1,9.88,organic,0.0,Returning,40.91
64236,Makeup Brush Set,Beauty,1,19,7.0,1.33,17.67,3,3.42,0,0,0,0,organic,0.0,Returning,11.25
58308,Running Shoes,Fashion,1,89,2.0,1.78,87.22,22,4.84,0,0,0,0,referral,7.14,Returning,53.24
63969,Fitness Tracker,Health,1,79,24.0,18.96,60.04,22,3.81,0,0,0,0,organic,0.0,Discount Hunter,34.23
51121,Face Serum,Beauty,2,45,17.0,15.3,74.7,12,8.73,0,0,0,0,referral,7.38,One-Time Buyer,46.59
60062,Sunglasses,Fashion,2,35,37.0,25.9,44.1,8,7.5,0,0,0,0,email,1.35,Discount Hunter,27.25
58921,Wireless Earbuds Pro,Electronics,1,79,2.0,1.58,77.42,18,4.83,0,0,0,0,organic,0.0,VIP,54.59
64113,Skincare Kit,Beauty,1,65,21.0,13.65,51.35,12,4.76,0,0,0,0,organic,0.0,Discount Hunter,34.59
63834,Yoga Mat Premium,Health,2,39,10.0,7.8,70.2,16,12.96,0,0,0,0,email,2.66,Returning,38.58
53065,Smart Water Bottle,Health,1,45,15.0,6.75,38.25,14,5.1,0,0,0,0,referral,3.54,New Customer,15.61
55953,Running Shoes,Fashion,1,89,11.0,9.79,79.21,22,3.2,0,0,0,0,social_media,12.2,New Customer,41.81
50642,Sunglasses,Fashion,2,35,2.0,1.4,68.6,8,8.56,0,0,0,0,social_media,7.09,VIP,44.95
