order_id,line_item_id,product_sku,product_name,product_category,variant_title,quantity,unit_price,line_total
NB-5448,LI-01362,AC-005,NovaBrew Canvas Tote Bag,Accessories,,4,19.99,79.96
NB-5449,LI-01363,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,1,32.99,32.99
NB-5449,LI-01364,EQ-005,Electric Gooseneck Kettle (1.2L),Brewing Equipment,,4,69.99,279.96
NB-5450,LI-01365,AC-001,NovaBrew Ceramic Mug (12oz),Accessories,,1,14.99,14.99
NB-5451,LI-01366,EQ-005,Electric Gooseneck Kettle (1.2L),Brewing Equipment,,4,69.99,279.96
NB-5451,LI-01367,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,1,24.99,24.99
NB-5451,LI-01368,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,1,18.99,18.99
NB-5452,LI-01369,CB-008,Limited Edition Guatemala Antigua,Coffee Beans,,1,24.99,24.99
NB-5452,LI-01370,CB-008,Limited Edition Guatemala Antigua,Coffee Beans,,1,24.99,24.99
NB-5452,LI-01371,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,4,18.99,75.96
NB-5452,LI-01372,AC-001,NovaBrew Ceramic Mug (12oz),Accessories,,4,14.99,59.96
NB-5452,LI-01373,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,1,24.99,24.99
NB-5453,LI-01374,CB-002,Colombian Supremo Blend,Coffee Beans,,1,16.99,16.99
NB-5453,LI-01375,CB-008,Limited Edition Guatemala Antigua,Coffee Beans,,3,24.99,74.97
NB-5453,LI-01376,EQ-006,AeroPress Original Kit,Brewing Equipment,,3,39.99,119.97
NB-5454,LI-01377,EQ-004,Manual Ceramic Burr Grinder,Brewing Equipment,,2,54.99,109.98
NB-5454,LI-01378,AC-007,Coffee Bean Storage Canister,Accessories,,1,22.99,22.99
NB-5454,LI-01379,AC-007,Coffee Bean Storage Canister,Accessories,,3,22.99,68.97
NB-5455,LI-01380,SUB-003,Weekly Espresso Club (500g/wk),Subscriptions,,3,19.99,59.97
NB-5455,LI-01381,AC-001,NovaBrew Ceramic Mug (12oz),Accessories,,1,14.99,14.99
NB-5455,LI-01382,EQ-002,Stainless Steel French Press (34oz),Brewing Equipment,,2,34.99,69.98
NB-5455,LI-01383,CB-007,Decaf Colombian Swiss Water,Coffee Beans,,1,16.99,16.99
NB-5455,LI-01384,AC-008,Latte Art Pitcher (12oz),Accessories,,4,16.99,67.96
NB-5456,LI-01385,CB-007,Decaf Colombian Swiss Water,Coffee Beans,,1,16.99,16.99
NB-5456,LI-01386,CB-004,Kenya AA Single Origin,Coffee Beans,,4,19.99,79.96
NB-5456,LI-01387,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,1,24.99,24.99
NB-5456,LI-01388,CB-005,NovaBrew House Blend (1lb),Coffee Beans,,3,14.99,44.97
NB-5457,LI-01389,CB-003,Sumatra Mandheling Dark Roast,Coffee Beans,,2,17.99,35.98
NB-5457,LI-01390,CB-003,Sumatra Mandheling Dark Roast,Coffee Beans,,2,17.99,35.98
NB-5457,LI-01391,CB-007,Decaf Colombian Swiss Water,Coffee Beans,,2,16.99,33.98
NB-5457,LI-01392,AC-002,Insulated Travel Tumbler (16oz),Accessories,,4,24.99,99.96
NB-5457,LI-01393,AC-002,Insulated Travel Tumbler (16oz),Accessories,,1,24.99,24.99
NB-5458,LI-01394,AC-007,Coffee Bean Storage Canister,Accessories,,1,22.99,22.99
NB-5458,LI-01395,AC-007,Coffee Bean Storage Canister,Accessories,,1,22.99,22.99
NB-5458,LI-01396,AC-002,Insulated Travel Tumbler (16oz),Accessories,,1,24.99,24.99
NB-5459,LI-01397,CB-007,Decaf Colombian Swiss Water,Coffee Beans,,2,16.99,33.98
NB-5459,LI-01398,CB-007,Decaf Colombian Swiss Water,Coffee Beans,,1,16.99,16.99
NB-5459,LI-01399,CB-006,Espresso Roast Whole Bean,Coffee Beans,,3,17.49,52.47
NB-5459,LI-01400,EQ-006,AeroPress Original Kit,Brewing Equipment,,2,39.99,79.98
NB-5459,LI-01401,CB-007,Decaf Colombian Swiss Water,Coffee Beans,,1,16.99,16.99
NB-5460,LI-01402,CB-003,Sumatra Mandheling Dark Roast,Coffee Beans,,1,17.99,17.99
NB-5460,LI-01403,CB-003,Sumatra Mandheling Dark Roast,Coffee Beans,,2,17.99,35.98
NB-5461,LI-01404,CB-003,Sumatra Mandheling Dark Roast,Coffee Beans,,1,17.99,17.99
NB-5462,LI-01405,CB-004,Kenya AA Single Origin,Coffee Beans,,2,19.99,39.98
NB-5462,LI-01406,CB-007,Decaf Colombian Swiss Water,Coffee Beans,,3,16.99,50.97
NB-5462,LI-01407,AC-005,NovaBrew Canvas Tote Bag,Accessories,,1,19.99,19.99
NB-5462,LI-01408,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,2,18.99,37.98
NB-5463,LI-01409,CB-004,Kenya AA Single Origin,Coffee Beans,,1,19.99,19.99
NB-5463,LI-01410,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,1,24.99,24.99
NB-5463,LI-01411,EQ-006,AeroPress Original Kit,Brewing Equipment,,1,39.99,39.99
NB-5464,LI-01412,AC-002,Insulated Travel Tumbler (16oz),Accessories,,4,24.99,99.96
NB-5464,LI-01413,SUB-002,Quarterly Discovery Box (6 bags + surprise),Subscriptions,,4,89.99,359.96
NB-5464,LI-01414,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,1,24.99,24.99
NB-5464,LI-01415,AC-002,Insulated Travel Tumbler (16oz),Accessories,,1,24.99,24.99
NB-5464,LI-01416,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,1,18.99,18.99
NB-5465,LI-01417,CB-003,Sumatra Mandheling Dark Roast,Coffee Beans,,1,17.99,17.99
NB-5465,LI-01418,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,1,24.99,24.99
NB-5466,LI-01419,SUB-002,Quarterly Discovery Box (6 bags + surprise),Subscriptions,,4,89.99,359.96
NB-5466,LI-01420,CB-005,NovaBrew House Blend (1lb),Coffee Beans,,1,14.99,14.99
NB-5466,LI-01421,CB-008,Limited Edition Guatemala Antigua,Coffee Beans,,1,24.99,24.99
NB-5467,LI-01422,SUB-003,Weekly Espresso Club (500g/wk),Subscriptions,,1,19.99,19.99
NB-5467,LI-01423,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,4,24.99,99.96
NB-5467,LI-01424,CB-007,Decaf Colombian Swiss Water,Coffee Beans,,1,16.99,16.99
NB-5467,LI-01425,AC-006,Bamboo Stir Stick Set (12pk),Accessories,,1,8.99,8.99
NB-5467,LI-01426,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,1,18.99,18.99
NB-5468,LI-01427,CB-006,Espresso Roast Whole Bean,Coffee Beans,,2,17.49,34.98
NB-5468,LI-01428,AC-004,Precision Coffee Scale with Timer,Accessories,,2,29.99,59.98
NB-5468,LI-01429,AC-004,Precision Coffee Scale with Timer,Accessories,,2,29.99,59.98
NB-5468,LI-01430,CB-004,Kenya AA Single Origin,Coffee Beans,,2,19.99,39.98
NB-5469,LI-01431,AC-004,Precision Coffee Scale with Timer,Accessories,,1,29.99,29.99
NB-5469,LI-01432,AC-008,Latte Art Pitcher (12oz),Accessories,,1,16.99,16.99
NB-5469,LI-01433,CB-002,Colombian Supremo Blend,Coffee Beans,,1,16.99,16.99
NB-5470,LI-01434,SUB-002,Quarterly Discovery Box (6 bags + surprise),Subscriptions,,1,89.99,89.99
NB-5470,LI-01435,AC-007,Coffee Bean Storage Canister,Accessories,,1,22.99,22.99
NB-5470,LI-01436,EQ-005,Electric Gooseneck Kettle (1.2L),Brewing Equipment,,1,69.99,69.99
NB-5470,LI-01437,AC-002,Insulated Travel Tumbler (16oz),Accessories,,2,24.99,49.98
NB-5471,LI-01438,SUB-002,Quarterly Discovery Box (6 bags + surprise),Subscriptions,,1,89.99,89.99
NB-5471,LI-01439,EQ-006,AeroPress Original Kit,Brewing Equipment,,4,39.99,159.96
NB-5472,LI-01440,AC-004,Precision Coffee Scale with Timer,Accessories,,1,29.99,29.99
NB-5472,LI-01441,CB-006,Espresso Roast Whole Bean,Coffee Beans,,3,17.49,52.47
NB-5472,LI-01442,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,4,24.99,99.96
NB-5472,LI-01443,AC-005,NovaBrew Canvas Tote Bag,Accessories,,3,19.99,59.97
NB-5472,LI-01444,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,4,18.99,75.96
NB-5473,LI-01445,SUB-002,Quarterly Discovery Box (6 bags + surprise),Subscriptions,,1,89.99,89.99
NB-5473,LI-01446,AC-007,Coffee Bean Storage Canister,Accessories,,2,22.99,45.98
NB-5473,LI-01447,AC-004,Precision Coffee Scale with Timer,Accessories,,2,29.99,59.98
NB-5473,LI-01448,AC-005,NovaBrew Canvas Tote Bag,Accessories,,1,19.99,19.99
NB-5474,LI-01449,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,1,32.99,32.99
NB-5474,LI-01450,AC-008,Latte Art Pitcher (12oz),Accessories,,1,16.99,16.99
NB-5474,LI-01451,CB-004,Kenya AA Single Origin,Coffee Beans,,2,19.99,39.98
NB-5474,LI-01452,CB-008,Limited Edition Guatemala Antigua,Coffee Beans,,1,24.99,24.99
NB-5475,LI-01453,AC-002,Insulated Travel Tumbler (16oz),Accessories,,4,24.99,99.96
NB-5475,LI-01454,CB-006,Espresso Roast Whole Bean,Coffee Beans,,1,17.49,17.49
NB-5475,LI-01455,EQ-005,Electric Gooseneck Kettle (1.2L),Brewing Equipment,,2,69.99,139.98
NB-5475,LI-01456,AC-004,Precision Coffee Scale with Timer,Accessories,,1,29.99,29.99
NB-5476,LI-01457,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,3,18.99,56.97
NB-5476,LI-01458,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,1,24.99,24.99
NB-5477,LI-01459,SUB-003,Weekly Espresso Club (500g/wk),Subscriptions,,1,19.99,19.99
NB-5477,LI-01460,AC-006,Bamboo Stir Stick Set (12pk),Accessories,,1,8.99,8.99
NB-5477,LI-01461,EQ-003,Glass Cold Brew Maker (1.5L),Brewing Equipment,,1,29.99,29.99
NB-5478,LI-01462,EQ-006,AeroPress Original Kit,Brewing Equipment,,1,39.99,39.99
NB-5478,LI-01463,CB-002,Colombian Supremo Blend,Coffee Beans,,1,16.99,16.99
NB-5479,LI-01464,AC-005,NovaBrew Canvas Tote Bag,Accessories,,2,19.99,39.98
NB-5479,LI-01465,CB-004,Kenya AA Single Origin,Coffee Beans,,1,19.99,19.99
NB-5480,LI-01466,AC-003,Reusable Stainless Steel Filter,Accessories,,1,12.99,12.99
NB-5480,LI-01467,CB-003,Sumatra Mandheling Dark Roast,Coffee Beans,,1,17.99,17.99
NB-5480,LI-01468,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,2,24.99,49.98
NB-5480,LI-01469,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,1,24.99,24.99
NB-5480,LI-01470,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,1,18.99,18.99
NB-5481,LI-01471,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,1,32.99,32.99
NB-5481,LI-01472,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,2,32.99,65.98
NB-5481,LI-01473,CB-003,Sumatra Mandheling Dark Roast,Coffee Beans,,3,17.99,53.97
NB-5482,LI-01474,EQ-003,Glass Cold Brew Maker (1.5L),Brewing Equipment,,1,29.99,29.99
NB-5482,LI-01475,CB-008,Limited Edition Guatemala Antigua,Coffee Beans,,1,24.99,24.99
NB-5482,LI-01476,AC-001,NovaBrew Ceramic Mug (12oz),Accessories,,1,14.99,14.99
NB-5483,LI-01477,CB-007,Decaf Colombian Swiss Water,Coffee Beans,,2,16.99,33.98
NB-5483,LI-01478,SUB-003,Weekly Espresso Club (500g/wk),Subscriptions,,2,19.99,39.98
NB-5483,LI-01479,SUB-002,Quarterly Discovery Box (6 bags + surprise),Subscriptions,,4,89.99,359.96
NB-5484,LI-01480,EQ-003,Glass Cold Brew Maker (1.5L),Brewing Equipment,,3,29.99,89.97
NB-5484,LI-01481,CB-008,Limited Edition Guatemala Antigua,Coffee Beans,,2,24.99,49.98
NB-5485,LI-01482,AC-005,NovaBrew Canvas Tote Bag,Accessories,,2,19.99,39.98
NB-5485,LI-01483,CB-005,NovaBrew House Blend (1lb),Coffee Beans,,1,14.99,14.99
NB-5485,LI-01484,CB-005,NovaBrew House Blend (1lb),Coffee Beans,,3,14.99,44.97
NB-5486,LI-01485,SUB-003,Weekly Espresso Club (500g/wk),Subscriptions,,2,19.99,39.98
NB-5487,LI-01486,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,3,32.99,98.97
NB-5488,LI-01487,CB-003,Sumatra Mandheling Dark Roast,Coffee Beans,,2,17.99,35.98
NB-5488,LI-01488,CB-003,Sumatra Mandheling Dark Roast,Coffee Beans,,1,17.99,17.99
NB-5488,LI-01489,CB-005,NovaBrew House Blend (1lb),Coffee Beans,,1,14.99,14.99
NB-5488,LI-01490,EQ-006,AeroPress Original Kit,Brewing Equipment,,2,39.99,79.98
NB-5489,LI-01491,CB-006,Espresso Roast Whole Bean,Coffee Beans,,1,17.49,17.49
NB-5489,LI-01492,EQ-004,Manual Ceramic Burr Grinder,Brewing Equipment,,2,54.99,109.98
NB-5489,LI-01493,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,4,32.99,131.96
NB-5490,LI-01494,SUB-002,Quarterly Discovery Box (6 bags + surprise),Subscriptions,,1,89.99,89.99
NB-5490,LI-01495,AC-003,Reusable Stainless Steel Filter,Accessories,,1,12.99,12.99
NB-5490,LI-01496,CB-008,Limited Edition Guatemala Antigua,Coffee Beans,,3,24.99,74.97
NB-5490,LI-01497,CB-005,NovaBrew House Blend (1lb),Coffee Beans,,3,14.99,44.97
NB-5491,LI-01498,EQ-005,Electric Gooseneck Kettle (1.2L),Brewing Equipment,,2,69.99,139.98
NB-5492,LI-01499,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,3,32.99,98.97
NB-5492,LI-01500,AC-004,Precision Coffee Scale with Timer,Accessories,,1,29.99,29.99
NB-5493,LI-01501,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,1,32.99,32.99
NB-5493,LI-01502,AC-008,Latte Art Pitcher (12oz),Accessories,,1,16.99,16.99
NB-5493,LI-01503,AC-005,NovaBrew Canvas Tote Bag,Accessories,,3,19.99,59.97
NB-5494,LI-01504,CB-004,Kenya AA Single Origin,Coffee Beans,,2,19.99,39.98
NB-5494,LI-01505,CB-002,Colombian Supremo Blend,Coffee Beans,,4,16.99,67.96
NB-5494,LI-01506,EQ-006,AeroPress Original Kit,Brewing Equipment,,1,39.99,39.99
NB-5495,LI-01507,CB-005,NovaBrew House Blend (1lb),Coffee Beans,,1,14.99,14.99
NB-5495,LI-01508,AC-008,Latte Art Pitcher (12oz),Accessories,,1,16.99,16.99
NB-5495,LI-01509,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,2,32.99,65.98
NB-5496,LI-01510,AC-006,Bamboo Stir Stick Set (12pk),Accessories,,2,8.99,17.98
NB-5497,LI-01511,EQ-004,Manual Ceramic Burr Grinder,Brewing Equipment,,2,54.99,109.98
NB-5497,LI-01512,CB-005,NovaBrew House Blend (1lb),Coffee Beans,,1,14.99,14.99
NB-5497,LI-01513,CB-006,Espresso Roast Whole Bean,Coffee Beans,,2,17.49,34.98
NB-5497,LI-01514,AC-002,Insulated Travel Tumbler (16oz),Accessories,,1,24.99,24.99
NB-5497,LI-01515,AC-003,Reusable Stainless Steel Filter,Accessories,,1,12.99,12.99
NB-5498,LI-01516,AC-007,Coffee Bean Storage Canister,Accessories,,3,22.99,68.97
NB-5498,LI-01517,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,1,24.99,24.99
NB-5498,LI-01518,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,3,18.99,56.97
NB-5498,LI-01519,CB-006,Espresso Roast Whole Bean,Coffee Beans,,2,17.49,34.98
NB-5498,LI-01520,AC-003,Reusable Stainless Steel Filter,Accessories,,1,12.99,12.99
NB-5499,LI-01521,AC-007,Coffee Bean Storage Canister,Accessories,,3,22.99,68.97
NB-5499,LI-01522,AC-004,Precision Coffee Scale with Timer,Accessories,,1,29.99,29.99
NB-5500,LI-01523,AC-006,Bamboo Stir Stick Set (12pk),Accessories,,1,8.99,8.99
NB-5500,LI-01524,AC-008,Latte Art Pitcher (12oz),Accessories,,1,16.99,16.99
NB-5500,LI-01525,CB-008,Limited Edition Guatemala Antigua,Coffee Beans,,2,24.99,49.98
NB-5501,LI-01526,CB-005,NovaBrew House Blend (1lb),Coffee Beans,,1,14.99,14.99
NB-5501,LI-01527,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,2,24.99,49.98
NB-5501,LI-01528,CB-004,Kenya AA Single Origin,Coffee Beans,,3,19.99,59.97
NB-5501,LI-01529,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,1,18.99,18.99
NB-5502,LI-01530,EQ-005,Electric Gooseneck Kettle (1.2L),Brewing Equipment,,2,69.99,139.98
NB-5502,LI-01531,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,2,18.99,37.98
NB-5502,LI-01532,SUB-003,Weekly Espresso Club (500g/wk),Subscriptions,,2,19.99,39.98
NB-5503,LI-01533,AC-001,NovaBrew Ceramic Mug (12oz),Accessories,,1,14.99,14.99
NB-5503,LI-01534,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,1,18.99,18.99
NB-5503,LI-01535,CB-007,Decaf Colombian Swiss Water,Coffee Beans,,2,16.99,33.98
NB-5504,LI-01536,AC-007,Coffee Bean Storage Canister,Accessories,,2,22.99,45.98
NB-5504,LI-01537,AC-004,Precision Coffee Scale with Timer,Accessories,,1,29.99,29.99
NB-5504,LI-01538,CB-004,Kenya AA Single Origin,Coffee Beans,,2,19.99,39.98
NB-5505,LI-01539,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,1,32.99,32.99
NB-5505,LI-01540,AC-002,Insulated Travel Tumbler (16oz),Accessories,,2,24.99,49.98
NB-5506,LI-01541,SUB-003,Weekly Espresso Club (500g/wk),Subscriptions,,2,19.99,39.98
NB-5506,LI-01542,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,3,32.99,98.97
NB-5506,LI-01543,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,1,18.99,18.99
NB-5506,LI-01544,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,1,24.99,24.99
NB-5507,LI-01545,AC-002,Insulated Travel Tumbler (16oz),Accessories,,1,24.99,24.99
NB-5507,LI-01546,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,2,32.99,65.98
NB-5508,LI-01547,EQ-003,Glass Cold Brew Maker (1.5L),Brewing Equipment,,1,29.99,29.99
NB-5508,LI-01548,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,1,24.99,24.99
NB-5508,LI-01549,SUB-003,Weekly Espresso Club (500g/wk),Subscriptions,,4,19.99,79.96
NB-5509,LI-01550,AC-003,Reusable Stainless Steel Filter,Accessories,,1,12.99,12.99
NB-5509,LI-01551,CB-008,Limited Edition Guatemala Antigua,Coffee Beans,,2,24.99,49.98
NB-5510,LI-01552,CB-007,Decaf Colombian Swiss Water,Coffee Beans,,2,16.99,33.98
NB-5510,LI-01553,AC-007,Coffee Bean Storage Canister,Accessories,,1,22.99,22.99
NB-5510,LI-01554,CB-007,Decaf Colombian Swiss Water,Coffee Beans,,1,16.99,16.99
NB-5510,LI-01555,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,2,24.99,49.98
NB-5510,LI-01556,CB-006,Espresso Roast Whole Bean,Coffee Beans,,4,17.49,69.96
NB-5511,LI-01557,EQ-004,Manual Ceramic Burr Grinder,Brewing Equipment,,3,54.99,164.97
NB-5511,LI-01558,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,3,32.99,98.97
NB-5511,LI-01559,EQ-006,AeroPress Original Kit,Brewing Equipment,,4,39.99,159.96
NB-5511,LI-01560,CB-008,Limited Edition Guatemala Antigua,Coffee Beans,,1,24.99,24.99
NB-5512,LI-01561,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,4,32.99,131.96
NB-5513,LI-01562,AC-001,NovaBrew Ceramic Mug (12oz),Accessories,,1,14.99,14.99
NB-5513,LI-01563,EQ-003,Glass Cold Brew Maker (1.5L),Brewing Equipment,,3,29.99,89.97
NB-5513,LI-01564,AC-008,Latte Art Pitcher (12oz),Accessories,,2,16.99,33.98
NB-5513,LI-01565,EQ-004,Manual Ceramic Burr Grinder,Brewing Equipment,,1,54.99,54.99
NB-5513,LI-01566,CB-004,Kenya AA Single Origin,Coffee Beans,,1,19.99,19.99
NB-5514,LI-01567,CB-008,Limited Edition Guatemala Antigua,Coffee Beans,,1,24.99,24.99
NB-5514,LI-01568,AC-003,Reusable Stainless Steel Filter,Accessories,,3,12.99,38.97
NB-5514,LI-01569,AC-004,Precision Coffee Scale with Timer,Accessories,,1,29.99,29.99
NB-5515,LI-01570,AC-005,NovaBrew Canvas Tote Bag,Accessories,,4,19.99,79.96
NB-5515,LI-01571,CB-006,Espresso Roast Whole Bean,Coffee Beans,,2,17.49,34.98
NB-5516,LI-01572,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,1,32.99,32.99
NB-5516,LI-01573,SUB-002,Quarterly Discovery Box (6 bags + surprise),Subscriptions,,1,89.99,89.99
NB-5517,LI-01574,EQ-003,Glass Cold Brew Maker (1.5L),Brewing Equipment,,2,29.99,59.98
NB-5517,LI-01575,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,1,18.99,18.99
NB-5517,LI-01576,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,1,18.99,18.99
NB-5517,LI-01577,CB-006,Espresso Roast Whole Bean,Coffee Beans,,2,17.49,34.98
NB-5518,LI-01578,AC-002,Insulated Travel Tumbler (16oz),Accessories,,4,24.99,99.96
NB-5518,LI-01579,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,2,32.99,65.98
NB-5519,LI-01580,AC-008,Latte Art Pitcher (12oz),Accessories,,1,16.99,16.99
NB-5519,LI-01581,CB-005,NovaBrew House Blend (1lb),Coffee Beans,,4,14.99,59.96
NB-5519,LI-01582,CB-006,Espresso Roast Whole Bean,Coffee Beans,,1,17.49,17.49
NB-5520,LI-01583,EQ-003,Glass Cold Brew Maker (1.5L),Brewing Equipment,,2,29.99,59.98
NB-5520,LI-01584,EQ-004,Manual Ceramic Burr Grinder,Brewing Equipment,,3,54.99,164.97
NB-5521,LI-01585,EQ-003,Glass Cold Brew Maker (1.5L),Brewing Equipment,,1,29.99,29.99
NB-5521,LI-01586,CB-007,Decaf Colombian Swiss Water,Coffee Beans,,1,16.99,16.99
NB-5521,LI-01587,SUB-003,Weekly Espresso Club (500g/wk),Subscriptions,,2,19.99,39.98
NB-5521,LI-01588,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,3,32.99,98.97
NB-5522,LI-01589,SUB-002,Quarterly Discovery Box (6 bags + surprise),Subscriptions,,1,89.99,89.99
NB-5522,LI-01590,AC-003,Reusable Stainless Steel Filter,Accessories,,1,12.99,12.99
NB-5523,LI-01591,CB-006,Espresso Roast Whole Bean,Coffee Beans,,3,17.49,52.47
NB-5523,LI-01592,SUB-003,Weekly Espresso Club (500g/wk),Subscriptions,,2,19.99,39.98
NB-5523,LI-01593,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,1,18.99,18.99
NB-5524,LI-01594,EQ-005,Electric Gooseneck Kettle (1.2L),Brewing Equipment,,1,69.99,69.99
NB-5524,LI-01595,SUB-003,Weekly Espresso Club (500g/wk),Subscriptions,,2,19.99,39.98
NB-5524,LI-01596,AC-008,Latte Art Pitcher (12oz),Accessories,,1,16.99,16.99
NB-5524,LI-01597,EQ-005,Electric Gooseneck Kettle (1.2L),Brewing Equipment,,2,69.99,139.98
NB-5525,LI-01598,AC-007,Coffee Bean Storage Canister,Accessories,,1,22.99,22.99
NB-5525,LI-01599,CB-003,Sumatra Mandheling Dark Roast,Coffee Beans,,4,17.99,71.96
NB-5525,LI-01600,CB-004,Kenya AA Single Origin,Coffee Beans,,1,19.99,19.99
NB-5525,LI-01601,CB-006,Espresso Roast Whole Bean,Coffee Beans,,1,17.49,17.49
NB-5526,LI-01602,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,4,24.99,99.96
NB-5526,LI-01603,AC-003,Reusable Stainless Steel Filter,Accessories,,1,12.99,12.99
NB-5527,LI-01604,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,1,24.99,24.99
NB-5527,LI-01605,CB-001,Ethiopian Yirgacheffe Single Origin,Coffee Beans,,1,18.99,18.99
NB-5528,LI-01606,CB-007,Decaf Colombian Swiss Water,Coffee Beans,,2,16.99,33.98
NB-5528,LI-01607,CB-003,Sumatra Mandheling Dark Roast,Coffee Beans,,4,17.99,71.96
NB-5528,LI-01608,AC-002,Insulated Travel Tumbler (16oz),Accessories,,4,24.99,99.96
NB-5528,LI-01609,AC-004,Precision Coffee Scale with Timer,Accessories,,2,29.99,59.98
NB-5528,LI-01610,CB-006,Espresso Roast Whole Bean,Coffee Beans,,1,17.49,17.49
NB-5529,LI-01611,AC-006,Bamboo Stir Stick Set (12pk),Accessories,,1,8.99,8.99
NB-5529,LI-01612,EQ-006,AeroPress Original Kit,Brewing Equipment,,1,39.99,39.99
NB-5529,LI-01613,AC-001,NovaBrew Ceramic Mug (12oz),Accessories,,1,14.99,14.99
NB-5529,LI-01614,EQ-002,Stainless Steel French Press (34oz),Brewing Equipment,,2,34.99,69.98
NB-5529,LI-01615,CB-003,Sumatra Mandheling Dark Roast,Coffee Beans,,2,17.99,35.98
NB-5530,LI-01616,CB-002,Colombian Supremo Blend,Coffee Beans,,2,16.99,33.98
NB-5530,LI-01617,EQ-006,AeroPress Original Kit,Brewing Equipment,,1,39.99,39.99
NB-5530,LI-01618,EQ-003,Glass Cold Brew Maker (1.5L),Brewing Equipment,,2,29.99,59.98
NB-5531,LI-01619,AC-008,Latte Art Pitcher (12oz),Accessories,,3,16.99,50.97
NB-5531,LI-01620,CB-006,Espresso Roast Whole Bean,Coffee Beans,,2,17.49,34.98
NB-5531,LI-01621,CB-004,Kenya AA Single Origin,Coffee Beans,,1,19.99,19.99
NB-5531,LI-01622,SUB-002,Quarterly Discovery Box (6 bags + surprise),Subscriptions,,1,89.99,89.99
NB-5532,LI-01623,CB-008,Limited Edition Guatemala Antigua,Coffee Beans,,3,24.99,74.97
NB-5532,LI-01624,AC-007,Coffee Bean Storage Canister,Accessories,,2,22.99,45.98
NB-5533,LI-01625,EQ-006,AeroPress Original Kit,Brewing Equipment,,2,39.99,79.98
NB-5533,LI-01626,EQ-006,AeroPress Original Kit,Brewing Equipment,,1,39.99,39.99
NB-5533,LI-01627,CB-008,Limited Edition Guatemala Antigua,Coffee Beans,,1,24.99,24.99
NB-5534,LI-01628,EQ-001,Ceramic Pour-Over Dripper,Brewing Equipment,,2,24.99,49.98
NB-5534,LI-01629,SUB-001,Monthly Bean Box (2 bags),Subscriptions,,1,32.99,32.99
NB-5534,LI-01630,EQ-002,Stainless Steel French Press (34oz),Brewing Equipment,,1,34.99,34.99
NB-5534,LI-01631,CB-008,Limited Edition Guatemala Antigua,Coffee Beans,,2,24.99,49.98
